organization,project,project_id,project_description,project_status
PC,General Community Waterton Lakes National Park 2020,353,"ARUs deployed at 7 sites in collaboration with Erin Bayne and Cesar Estevo from the University of Alberta. Primary focus was capturing elevational gradients, burned/unburned, and missed stations from 2019. ",Active
