organization,project,project_id,location,location_id,location_buffer_m,recording_date_time,recording_id,method,aru_task_status,daily_weather_station_distance,daily_min_temp,daily_max_temp,daily_mean_temp,daily_total_rain_mm,daily_total_snow_cm,daily_precipitation_mm,daily_snow_on_ground_cm,hourly_weather_station_nm,hourly_weather_station_elevation,hourly_weather_station_distance,hourly_temp,hourly_dew_point,hourly_rel_humidity,hourly_precipitation,hourly_visibility_km,hourly_station_pressure,hourly_wind_direction,hourly_wind_speed,hourly_humidex,hourly_wind_chill,hourly_weather_attributes,date_deployed,date_retrieved,land_features,equipment,left_rms_peak_dbfs,left_rms_trough_dbfs,left_pk_count,left_dc_offset,left_min_level,left_max_level,left_rms_peak_level_dbfs,right_rms_peak_dbfs,right_rms_trough_dbfs,right_pk_count,right_dc_offset,right_min_level,right_max_level,right_peak_level_dbfs,task_url,source_file_name,observer_id
PC,General Community Waterton Lakes National Park 2021,598,WLNP-8-7,58508,,2021-06-02 02:20:00,286031,180s 1SPT,Transcribed,9km,13.60,29.00,21.30,,,0.00,,WATERTON PARK GATE,1289.00m,9km,,,,,,,,,,,,,,,,-27.27,-34.09,2,0.026468,-0.051451,0.094631,-20.48,-24.57,-30.6,2,0.038411,-0.06394,0.148408,-16.57,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=265203,WLNP-8-7_20210602_022000.wav,532
PC,General Community Waterton Lakes National Park 2021,598,WLNP-10-1,58512,,2021-06-02 02:40:00,285065,180s 1SPT,Transcribed,6km,13.60,29.00,21.30,,,0.00,,WATERTON PARK GATE,1289.00m,6km,,,,,,,,,,,,,,,,-41.19,-52.32,2,-0.000005,-0.024684,0.027011,-31.37,-28.04,-50.94,2,-0.000001,-0.061891,0.066188,-23.58,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=264233,WLNP-10-1_20210602_024000.wav,660
PC,General Community Waterton Lakes National Park 2021,598,WLNP-2-5,847,,2021-06-02 02:40:00,285733,180s 1SPT,Transcribed,13km,13.60,29.00,21.30,,,0.00,,WATERTON PARK GATE,1289.00m,13km,,,,,,,,,,,,,,,,-14.48,-50.57,2,-0.000004,-0.29142,0.293458,-10.65,-4.74,-45.75,2,0.000026,-0.898726,0.952682,-0.42,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=264905,WLNP-2-5_20210602_024000.wav,660
PC,General Community Waterton Lakes National Park 2021,598,WLNP-8-10,64964,,2021-06-02 02:40:00,286022,180s 1SPT,Transcribed,11km,13.60,29.00,21.30,,,0.00,,WATERTON PARK GATE,1289.00m,11km,,,,,,,,,,,,,,,,-8.47,-41.11,2,0.01973,-0.583935,0.518572,-4.67,-12.28,-41.36,2,0.018296,-0.34163,0.404067,-7.87,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=265194,WLNP-8-10_20210602_024000.wav,532
PC,General Community Waterton Lakes National Park 2021,598,WLNP-13-3,57657,,2021-06-02 04:00:00,285241,180s 1SPT,Transcribed,2km,13.60,29.00,21.30,,,0.00,,WATERTON PARK GATE,1289.00m,2km,13.70,6.10,60,0.00,,,19,16,,,NA,,,,,-26.69,-50.63,2,-0.000006,-0.091462,0.0881,-20.78,-29.21,-51.33,2,-0.000004,-0.074117,0.064891,-22.6,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=264409,WLNP-13-3_20210602_040000.wav,660
PC,General Community Waterton Lakes National Park 2021,598,WLNP-22-5,65232,,2021-06-02 04:00:00,286111,180s 1SPT,Transcribed,14km,13.60,29.00,21.30,,,0.00,,WATERTON PARK GATE,1289.00m,14km,13.70,6.10,60,0.00,,,19,16,,,NA,,,,,-17.59,-20.27,2,0.014053,-0.588755,0.588188,-4.6,-19.13,-22.11,2,-0.000828,-0.500201,0.470592,-6.02,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=265283,WLNP-22-5_20210602_040000.wav,533
PC,General Community Waterton Lakes National Park 2021,598,WLNP-8-3,872,,2021-06-02 04:00:00,285963,180s 1SPT,Transcribed,8km,13.60,29.00,21.30,,,0.00,,WATERTON PARK GATE,1289.00m,8km,13.70,6.10,60,0.00,,,19,16,,,NA,,,,,-25.83,-30.61,2,0.035985,-0.014272,0.078768,-22.07,-26.63,-31.43,2,0.034485,-0.022123,0.097294,-20.24,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=265135,WLNP-8-3_20210602_040000.wav,660
PC,General Community Waterton Lakes National Park 2021,598,WLNP-1-3,857,,2021-06-02 04:20:00,285204,180s 1SPT,Transcribed,21km,13.60,29.00,21.30,,,0.00,,WATERTON PARK GATE,1289.00m,21km,,,,,,,,,,,,,,,,-30.17,-35.52,2,0.020547,-0.028887,0.078269,-22.13,-28.27,-38.84,2,0.00994,-0.064645,0.088014,-21.11,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=264372,WLNP-1-3_20210602_042000.wav,660
PC,General Community Waterton Lakes National Park 2021,598,WLNP-8-8,58509,,2021-06-02 04:20:00,285765,180s 1SPT,Bad Weather,10km,13.60,29.00,21.30,,,0.00,,WATERTON PARK GATE,1289.00m,10km,,,,,,,,,,,,,,,,-18.9,-37.12,3,0.017959,-1,0.903605,0,-18.48,-40.14,3,0.00929,-1,1,0,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=264937,WLNP-8-8_20210602_042000.wav,1269
PC,General Community Waterton Lakes National Park 2021,598,WLNP-22-4,58537,,2021-06-02 05:00:00,286033,180s 1SPT,Transcribed,13km,13.60,29.00,21.30,,,0.00,,WATERTON PARK GATE,1289.00m,13km,13.80,6.10,60,0.00,,,20,17,,,NA,,,,,-24.94,-38.03,2,-0.000005,-0.10934,0.108813,-19.22,-31.18,-39.32,2,-0.000004,-0.089388,0.10772,-19.35,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=265205,WLNP-22-4_20210602_050000.wav,532
PC,General Community Waterton Lakes National Park 2021,598,WLNP-6-3,876,,2021-06-02 05:00:00,286082,180s 1SPT,Transcribed,21km,13.60,29.00,21.30,,,0.00,,WATERTON PARK GATE,1289.00m,21km,13.80,6.10,60,0.00,,,20,17,,,NA,,,,,-28.81,-31.91,2,0.027994,-0.028797,0.086927,-21.22,-29.85,-36.03,2,0.02331,-0.005581,0.051271,-25.8,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=265254,WLNP-6-3_20210602_050000.wav,533
PC,General Community Waterton Lakes National Park 2021,598,WLNP-SUM-15,65226,,2021-06-02 05:00:00,285715,180s 1SPT,Transcribed,21km,13.60,29.00,21.30,,,0.00,,WATERTON PARK GATE,1289.00m,21km,13.80,6.10,60,0.00,,,20,17,,,NA,,,,,-22.99,-42.24,2,0.012999,-0.101994,0.127135,-17.91,-31.07,-51.61,2,0.006472,-0.031092,0.044176,-27.1,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=264887,WLNP-SUM-15_20210602_050000.wav,1269
PC,General Community Waterton Lakes National Park 2021,598,WLNP-22-4,58537,,2021-06-02 06:00:00,285973,180s 1SPT,Transcribed,13km,13.60,29.00,21.30,,,0.00,,WATERTON PARK GATE,1289.00m,13km,16.10,6.50,53,0.00,,,19,21,,,NA,,,,,-28.01,-38.25,2,-0.000007,-0.123848,0.147318,-16.63,-29.22,-39.47,2,-0.000008,-0.09651,0.097534,-20.22,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=265145,WLNP-22-4_20210602_060000.wav,660
PC,General Community Waterton Lakes National Park 2021,598,WLNP-6-3,876,,2021-06-02 06:20:00,285988,180s 1SPT,Transcribed,21km,13.60,29.00,21.30,,,0.00,,WATERTON PARK GATE,1289.00m,21km,,,,,,,,,,,,,,,,-29.47,-32.05,2,0.027953,-0.020786,0.075668,-22.42,-28.46,-37.13,2,0.023345,-0.011361,0.047103,-26.54,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=265160,WLNP-6-3_20210602_062000.wav,660
PC,General Community Waterton Lakes National Park 2021,598,WLNP-7-2,863,,2021-06-02 06:20:00,286052,180s 1SPT,Transcribed,4km,13.60,29.00,21.30,,,0.00,,WATERTON PARK GATE,1289.00m,4km,,,,,,,,,,,,,,,,-27.68,-33.93,2,0.026023,-0.11657,0.170027,-15.39,-26.89,-35.1,2,0.026419,-0.178926,0.223265,-13.02,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=265224,WLNP-7-2_20210602_062000.wav,1269
PC,General Community Waterton Lakes National Park 2021,598,WLNP-22-3,57640,,2021-06-02 06:40:00,286017,180s 1SPT,Transcribed,13km,13.60,29.00,21.30,,,0.00,,WATERTON PARK GATE,1289.00m,13km,,,,,,,,,,,,,,,,-27.75,-36.44,2,-0.000007,-0.116355,0.118421,-18.53,-26.23,-34.92,2,-0.000006,-0.137884,0.141889,-16.96,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=265189,WLNP-22-3_20210602_064000.wav,533
PC,General Community Waterton Lakes National Park 2021,598,WLNP-8-2,867,,2021-06-02 07:00:00,285971,180s 1SPT,Transcribed,8km,13.60,29.00,21.30,,,0.00,,WATERTON PARK GATE,1289.00m,8km,18.10,7.00,48,0.00,,,19,21,,,NA,,,,,-27.96,-32.65,2,0.029511,-0.072068,0.132345,-17.57,-29.56,-37.48,2,0.018527,-0.064583,0.106553,-19.45,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=265143,WLNP-8-2_20210602_070000.wav,1269
PC,General Community Waterton Lakes National Park 2021,598,WLNP-13-2,57658,,2021-06-02 07:20:00,285182,180s 1SPT,Transcribed,2km,13.60,29.00,21.30,,,0.00,,WATERTON PARK GATE,1289.00m,2km,,,,,,,,,,,,,,,,-1.93,-42.25,,-0.000038,-1,1,0,-2.52,-40.62,,0.000003,-1,1,0,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=264350,WLNP-13-2_20210602_072000.wav,1257
PC,General Community Waterton Lakes National Park 2021,598,WLNP-8-2,867,,2021-06-02 07:20:00,285957,180s 1SPT,Transcribed,8km,13.60,29.00,21.30,,,0.00,,WATERTON PARK GATE,1289.00m,8km,,,,,,,,,,,,,,,,-26.85,-34.16,2,0.029522,-0.054904,0.115511,-18.75,-25.87,-39.24,2,0.018443,-0.121213,0.158973,-15.97,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=265129,WLNP-8-2_20210602_072000.wav,660
PC,General Community Waterton Lakes National Park 2021,598,WLNP-2-5,847,,2021-06-02 08:00:00,285678,180s 1SPT,Transcribed,13km,13.60,29.00,21.30,,,0.00,,WATERTON PARK GATE,1289.00m,13km,21.10,8.60,45,0.00,,,20,21,,,NA,,,,,-33.67,-53.03,2,-0.000006,-0.039512,0.042287,-27.48,-18.8,-51.21,2,-0.000007,-0.243658,0.187,-12.26,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=264850,WLNP-2-5_20210602_080000.wav,532
PC,General Community Waterton Lakes National Park 2021,598,WLNP-6-3,876,,2021-06-02 08:00:00,286060,180s 1SPT,Transcribed,21km,13.60,29.00,21.30,,,0.00,,WATERTON PARK GATE,1289.00m,21km,21.10,8.60,45,0.00,,,20,21,,,NA,,,,,-12.76,-34.3,2,0.02738,-0.448636,0.401312,-6.96,-13.1,-40.7,2,0.022949,-0.208697,0.357565,-8.93,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=265232,WLNP-6-3_20210602_080000.wav,533
