organization,project,project_id,location,location_id,location_buffer_m,recording_date_time,recording_id,method,aru_task_status,daily_weather_station_distance,daily_min_temp,daily_max_temp,daily_mean_temp,daily_total_rain_mm,daily_total_snow_cm,daily_precipitation_mm,daily_snow_on_ground_cm,hourly_weather_station_nm,hourly_weather_station_elevation,hourly_weather_station_distance,hourly_temp,hourly_dew_point,hourly_rel_humidity,hourly_precipitation,hourly_visibility_km,hourly_station_pressure,hourly_wind_direction,hourly_wind_speed,hourly_humidex,hourly_wind_chill,hourly_weather_attributes,date_deployed,date_retrieved,land_features,equipment,left_rms_peak_dbfs,left_rms_trough_dbfs,left_pk_count,left_dc_offset,left_min_level,left_max_level,left_rms_peak_level_dbfs,right_rms_peak_dbfs,right_rms_trough_dbfs,right_pk_count,right_dc_offset,right_min_level,right_max_level,right_peak_level_dbfs,task_url,source_file_name,observer_id
PC,General Community Waterton Lakes National Park 2020,353,WLNP-21-6,64863,,2020-06-23 01:00:00,149683,180s 1SPM,Transcribed,18km,14.80,27.60,21.20,,,0.00,,WATERTON PARK GATE,1289.00m,18km,15.70,7.60,58,0.00,,,18,16,,,NA,,,,,-3.27,-40.09,2,0.005609,-0.951919,0.95353,-0.41,-2.83,-36.84,2,0.022329,-0.957291,0.955395,-0.38,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=97217,WLNP-021-06_20200623_010000.wav,533
PC,General Community Waterton Lakes National Park 2020,353,WLNP-21-7,64864,,2020-06-23 01:00:00,149878,180s 1SPM,Bad Weather,19km,14.80,27.60,21.20,,,0.00,,WATERTON PARK GATE,1289.00m,19km,15.70,7.60,58,0.00,,,18,16,,,NA,,,,,-7.65,-24.16,2,0.013225,-0.684008,0.661358,-3.3,-11.59,-27.04,2,0.023517,-0.51958,0.650385,-3.74,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=97412,WLNP021-07_20200623_010000.wav,37
PC,General Community Waterton Lakes National Park 2020,353,WLNP-18-7,58531,,2020-06-23 02:00:00,150711,180s 1SPM,Bad Weather,20km,14.80,27.60,21.20,,,0.00,,WATERTON PARK GATE,1289.00m,20km,16.80,7.40,54,0.00,,,23,24,,,NA,,,,,-12.36,-30.64,2,0.013799,-0.437291,0.430632,-7.18,-3.67,-25.32,2,0.021763,-0.977174,0.781412,-0.2,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=98245,WLNP-018-07_20200623_020000.wav,25
PC,General Community Waterton Lakes National Park 2020,353,WLNP-21-6,64863,,2020-06-23 02:00:00,149684,180s 1SPM,Bad Weather,18km,14.80,27.60,21.20,,,0.00,,WATERTON PARK GATE,1289.00m,18km,16.80,7.40,54,0.00,,,23,24,,,NA,,,,,-0.98,-38.36,58,0.006436,-1,0.990897,0,-0.8,-36.49,305,0.021499,-1,1,0,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=97218,WLNP-021-06_20200623_020000.wav,26
PC,General Community Waterton Lakes National Park 2020,353,WLNP-21-7,64864,,2020-06-23 02:00:00,149879,180s 1SPM,Bad Weather,19km,14.80,27.60,21.20,,,0.00,,WATERTON PARK GATE,1289.00m,19km,16.80,7.40,54,0.00,,,23,24,,,NA,,,,,-9.86,-24.79,2,0.013023,-0.796126,0.630023,-1.98,-4.91,-26.45,2,0.023479,-0.959177,0.963146,-0.33,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=97413,WLNP021-07_20200623_020000.wav,25
PC,General Community Waterton Lakes National Park 2020,353,WLNP-18-5,64872,,2020-06-23 03:49:00,150123,180s 1SPM,Transcribed,19km,14.80,27.60,21.20,,,0.00,,WATERTON PARK GATE,1289.00m,19km,,,,,,,,,,,,,,,,-30.76,-37.98,2,0.018014,-0.041946,0.071521,-22.91,-32.88,-37.77,2,0.015099,-0.021453,0.048849,-26.22,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=97657,WLNP-018-05_20200623_034900.wav,37
PC,General Community Waterton Lakes National Park 2020,353,WLNP-21-6,64863,,2020-06-23 03:49:00,149685,180s 1SPM,Transcribed,18km,14.80,27.60,21.20,,,0.00,,WATERTON PARK GATE,1289.00m,18km,,,,,,,,,,,,,,,,-13.53,-39.31,2,0.00565,-0.368592,0.253473,-8.67,-5.11,-37.65,2,0.022486,-0.951882,0.795803,-0.43,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=97219,WLNP-021-06_20200623_034900.wav,533
PC,General Community Waterton Lakes National Park 2020,353,WLNP-18-5,64872,,2020-06-23 04:49:00,150124,180s 1SPM,Transcribed,19km,14.80,27.60,21.20,,,0.00,,WATERTON PARK GATE,1289.00m,19km,,,,,,,,,,,,,,,,-25.2,-38.57,2,0.017993,-0.06822,0.085391,-21.37,-23.3,-38.91,2,0.015184,-0.080753,0.121825,-18.29,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=97658,WLNP-018-05_20200623_044900.wav,25
PC,General Community Waterton Lakes National Park 2020,353,WLNP-21-6,64863,,2020-06-23 04:49:00,149686,180s 1SPM,Transcribed,18km,14.80,27.60,21.20,,,0.00,,WATERTON PARK GATE,1289.00m,18km,,,,,,,,,,,,,,,,-1.43,-38.12,2,0.005655,-0.977586,0.971838,-0.2,-0.93,-32.11,178,0.01996,-1,1,0,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=97220,WLNP-021-06_20200623_044900.wav,37
PC,General Community Waterton Lakes National Park 2020,353,WLNP-21-6,64863,,2020-06-23 05:19:00,149687,180s 1SPM,Bad Weather,18km,14.80,27.60,21.20,,,0.00,,WATERTON PARK GATE,1289.00m,18km,,,,,,,,,,,,,,,,-0.76,-38.76,2,0.006327,-0.982222,0.972297,-0.16,-0.75,-34.89,154,0.021104,-1,1,0,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=97221,WLNP-021-06_20200623_051900.wav,26
PC,General Community Waterton Lakes National Park 2020,353,WLNP-21-7,64864,,2020-06-23 05:19:00,149882,180s 1SPM,Bad Weather,19km,14.80,27.60,21.20,,,0.00,,WATERTON PARK GATE,1289.00m,19km,,,,,,,,,,,,,,,,-10.98,-24.18,2,0.013061,-0.66782,0.53826,-3.51,-3.41,-26.61,2,0.023552,-0.967961,0.956811,-0.28,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=97416,WLNP021-07_20200623_051900.wav,532
PC,General Community Waterton Lakes National Park 2020,353,WLNP-18-7,58531,,2020-06-23 05:49:00,150715,180s 1SPM,Bad Weather,20km,14.80,27.60,21.20,,,0.00,,WATERTON PARK GATE,1289.00m,20km,,,,,,,,,,,,,,,,-0.78,-31.51,346,0.01422,-1,1,0,-0.81,-26.55,199,0.022251,-1,1,0,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=98249,WLNP-018-07_20200623_054900.wav,660
PC,General Community Waterton Lakes National Park 2020,353,WLNP-21-6,64863,,2020-06-23 05:49:00,149688,180s 1SPM,Transcribed,18km,14.80,27.60,21.20,,,0.00,,WATERTON PARK GATE,1289.00m,18km,,,,,,,,,,,,,,,,-1.05,-39.17,79,0.006284,-1,0.986554,0,-0.76,-35.39,429,0.021079,-1,1,0,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=97222,WLNP-021-06_20200623_054900.wav,660
PC,General Community Waterton Lakes National Park 2020,353,WLNP-18-5,64872,,2020-06-23 06:49:00,150127,180s 1SPM,Transcribed,19km,14.80,27.60,21.20,,,0.00,,WATERTON PARK GATE,1289.00m,19km,,,,,,,,,,,,,,,,-13.46,-38.27,2,0.017989,-0.243455,0.406283,-7.82,-9.86,-40.3,2,0.014989,-0.54961,0.307544,-5.2,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=97661,WLNP-018-05_20200623_064900.wav,532
PC,General Community Waterton Lakes National Park 2020,353,WLNP-21-6,64863,,2020-06-23 06:49:00,149689,180s 1SPM,Bad Weather,18km,14.80,27.60,21.20,,,0.00,,WATERTON PARK GATE,1289.00m,18km,,,,,,,,,,,,,,,,-0.73,-34.5,548,0.012532,-1,1,0,-0.6,-31.14,424,0.022208,-1,1,0,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=97223,WLNP-021-06_20200623_064900.wav,532
PC,General Community Waterton Lakes National Park 2020,353,WLNP-21-7,64864,,2020-06-23 06:49:00,149884,180s 1SPM,Transcribed,19km,14.80,27.60,21.20,,,0.00,,WATERTON PARK GATE,1289.00m,19km,,,,,,,,,,,,,,,,-2.31,-23.54,2,0.012999,-0.969256,0.963637,-0.27,-3.6,-26.18,2,0.02351,-0.973052,0.99832,-0.01,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=97418,WLNP021-07_20200623_064900.wav,22
PC,General Community Waterton Lakes National Park 2020,353,WLNP-21-7,64864,,2020-06-23 07:49:00,149885,180s 1SPM,Bad Weather,19km,14.80,27.60,21.20,,,0.00,,WATERTON PARK GATE,1289.00m,19km,,,,,,,,,,,,,,,,-1.01,-24.41,2,0.01314,-0.98192,0.974042,-0.16,-1.76,-26.01,155,0.024163,-1,0.99286,0,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=97419,WLNP021-07_20200623_074900.wav,37
PC,General Community Waterton Lakes National Park 2020,353,WLNP-18-5,64872,,2020-06-23 12:00:00,150129,180s 1SPM,Transcribed,19km,14.80,27.60,21.20,,,0.00,,WATERTON PARK GATE,1289.00m,19km,25.10,9.10,36,0.00,,,22,23,26.00,,NA,,,,,-8.67,-39.94,2,0.018291,-0.614755,0.383155,-4.23,-9,-41.74,2,0.014676,-0.442845,0.525412,-5.59,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=97663,WLNP-018-05_20200623_120000.wav,22
PC,General Community Waterton Lakes National Park 2020,353,WLNP-18-7,58531,,2020-06-23 12:00:00,150718,180s 1SPM,Bad Weather,20km,14.80,27.60,21.20,,,0.00,,WATERTON PARK GATE,1289.00m,20km,25.10,9.10,36,0.00,,,22,23,26.00,,NA,,,,,-0.55,-30.64,,0.019854,-1,1,0,-0.54,-25.89,,0.027581,-1,1,0,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=98252,WLNP-018-07_20200623_120000.wav,25
PC,General Community Waterton Lakes National Park 2020,353,WLNP-21-6,64863,,2020-06-23 12:00:00,149691,180s 1SPM,Bad Weather,18km,14.80,27.60,21.20,,,0.00,,WATERTON PARK GATE,1289.00m,18km,25.10,9.10,36,0.00,,,22,23,26.00,,NA,,,,,-0.56,-36.68,,0.012307,-1,1,0,-0.51,-27.48,,0.027198,-1,1,0,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=97225,WLNP-021-06_20200623_120000.wav,37
PC,General Community Waterton Lakes National Park 2020,353,WLNP-21-7,64864,,2020-06-23 12:00:00,149886,180s 1SPM,Bad Weather,19km,14.80,27.60,21.20,,,0.00,,WATERTON PARK GATE,1289.00m,19km,25.10,9.10,36,0.00,,,22,23,26.00,,NA,,,,,-2.52,-25.09,2,0.013452,-0.993822,0.970168,-0.05,-2.12,-27.02,2,0.023374,-0.997411,0.991102,-0.02,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=97420,WLNP021-07_20200623_120000.wav,25
PC,General Community Waterton Lakes National Park 2020,353,WLNP-18-5,64872,,2020-06-23 15:00:00,150130,180s 1SPM,Transcribed,19km,14.80,27.60,21.20,,,0.00,,WATERTON PARK GATE,1289.00m,19km,27.60,10.10,33,0.00,,,22,27,29.00,,NA,,,,,-1.82,-39.08,2,0.018459,-0.979958,0.971632,-0.18,-0.93,-39.92,2,0.014848,-0.979398,0.983757,-0.14,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=97664,WLNP-018-05_20200623_150000.wav,37
PC,General Community Waterton Lakes National Park 2020,353,WLNP-21-6,64863,,2020-06-23 15:00:00,149692,180s 1SPM,Bad Weather,18km,14.80,27.60,21.20,,,0.00,,WATERTON PARK GATE,1289.00m,18km,27.60,10.10,33,0.00,,,22,27,29.00,,NA,,,,,-0.58,-32.52,,0.014397,-1,1,0,-0.51,-25.67,,0.03068,-1,1,0,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=97226,WLNP-021-06_20200623_150000.wav,25
PC,General Community Waterton Lakes National Park 2020,353,WLNP-21-6,64863,,2020-06-23 20:46:00,149693,180s 1SPM,Bad Weather,18km,14.80,27.60,21.20,,,0.00,,WATERTON PARK GATE,1289.00m,18km,,,,,,,,,,,,,,,,-0.68,-39.13,,0.008254,-1,0.993353,0,-0.57,-34.38,,0.025462,-1,1,0,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=97227,WLNP-021-06_20200623_204600.wav,660
PC,General Community Waterton Lakes National Park 2020,353,WLNP-21-6,64863,,2020-06-23 21:46:00,149694,180s 1SPM,Transcribed,18km,14.80,27.60,21.20,,,0.00,,WATERTON PARK GATE,1289.00m,18km,,,,,,,,,,,,,,,,-1.02,-40.06,2,0.005721,-0.968825,0.993067,-0.06,-0.64,-36.74,788,0.024567,-1,1,0,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=97228,WLNP-021-06_20200623_214600.wav,25
PC,General Community Waterton Lakes National Park 2020,353,WLNP-21-7,64864,,2020-06-23 21:46:00,149889,180s 1SPM,Bad Weather,19km,14.80,27.60,21.20,,,0.00,,WATERTON PARK GATE,1289.00m,19km,,,,,,,,,,,,,,,,-4.56,-24.88,2,0.01336,-0.961928,0.851315,-0.34,-7.57,-27.4,2,0.023394,-0.904765,0.958,-0.37,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=97423,WLNP021-07_20200623_214600.wav,532
PC,General Community Waterton Lakes National Park 2020,353,WLNP-21-6,64863,,2020-06-23 22:46:00,149695,180s 1SPM,Transcribed,18km,14.80,27.60,21.20,,,0.00,,WATERTON PARK GATE,1289.00m,18km,,,,,,,,,,,,,,,,-24.39,-38.55,2,0.005439,-0.122632,0.124351,-18.11,-20.62,-37.65,2,0.022336,-0.177566,0.178309,-14.98,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=97229,WLNP-021-06_20200623_224600.wav,22
PC,General Community Waterton Lakes National Park 2020,353,WLNP-18-5,64872,,2020-06-24 00:00:00,150134,180s 1SPM,Transcribed,19km,11.30,24.80,18.00,,,12.90,,WATERTON PARK GATE,1289.00m,19km,15.90,8.30,61,0.00,,,19,12,,,NA,,,,,-26.71,-38.52,2,0.018105,-0.045182,0.074882,-22.51,-27.59,-39.93,2,0.014984,-0.053805,0.082979,-21.62,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=97668,WLNP-018-05_20200624_000000.wav,532
PC,General Community Waterton Lakes National Park 2020,353,WLNP-18-8,64873,,2020-06-24 00:00:00,150330,180s 1SPM,Transcribed,21km,11.30,24.80,18.00,,,12.90,,WATERTON PARK GATE,1289.00m,21km,15.90,8.30,61,0.00,,,19,12,,,NA,,,,,-5.1,-33.63,2,0.020563,-0.922925,0.85295,-0.7,-2.38,-34.84,2,-0.004686,-0.955956,0.954563,-0.39,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=97864,WLNP-018-08_20200624_000000.wav,533
PC,General Community Waterton Lakes National Park 2020,353,WLNP-21-6,64863,,2020-06-24 00:00:00,149696,180s 1SPM,Transcribed,18km,11.30,24.80,18.00,,,12.90,,WATERTON PARK GATE,1289.00m,18km,15.90,8.30,61,0.00,,,19,12,,,NA,,,,,-2.2,-38.7,2,0.005634,-0.953438,0.989164,-0.09,-2.05,-37.5,56,0.022168,-0.968871,1,0,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=97230,WLNP-021-06_20200624_000000.wav,22
PC,General Community Waterton Lakes National Park 2020,353,WLNP-21-7,64864,,2020-06-24 00:00:00,149891,180s 1SPM,Transcribed,19km,11.30,24.80,18.00,,,12.90,,WATERTON PARK GATE,1289.00m,19km,15.90,8.30,61,0.00,,,19,12,,,NA,,,,,-13.46,-24.37,2,0.013059,-0.432714,0.493015,-6.14,-14.38,-27.33,2,0.023386,-0.307737,0.372517,-8.58,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=97425,WLNP021-07_20200624_000000.wav,22
PC,General Community Waterton Lakes National Park 2020,353,WLNP-18-6,58530,,2020-06-24 01:00:00,150528,180s 1SPM,Transcribed,20km,11.30,24.80,18.00,,,12.90,,WATERTON PARK GATE,1289.00m,20km,14.40,8.30,67,0.00,,,16,3,,,NA,,,,,-1.12,-33.96,2,0.017586,-0.99448,0.997975,-0.02,-1.26,-33.76,2,0.032977,-0.985495,0.958716,-0.13,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=98062,WLNP-018-06_20200624_010000.wav,533
PC,General Community Waterton Lakes National Park 2020,353,WLNP-21-6,64863,,2020-06-24 01:00:00,149697,180s 1SPM,Transcribed,18km,11.30,24.80,18.00,,,12.90,,WATERTON PARK GATE,1289.00m,18km,14.40,8.30,67,0.00,,,16,3,,,NA,,,,,-0.89,-38.13,2,0.005959,-0.994095,0.971795,-0.05,-1.25,-37.26,2,0.022247,-0.973958,0.969606,-0.23,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=97231,WLNP-021-06_20200624_010000.wav,37
PC,General Community Waterton Lakes National Park 2020,353,WLNP-21-7,64864,,2020-06-24 01:00:00,149892,180s 1SPM,Bad Weather,19km,11.30,24.80,18.00,,,12.90,,WATERTON PARK GATE,1289.00m,19km,14.40,8.30,67,0.00,,,16,3,,,NA,,,,,-6.2,-24.7,2,0.013231,-0.922727,0.865656,-0.7,-9.36,-26.92,2,0.023515,-0.589231,0.645636,-3.8,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=97426,WLNP021-07_20200624_010000.wav,37
PC,General Community Waterton Lakes National Park 2020,353,WLNP-18-5,64872,,2020-06-24 02:00:00,150136,180s 1SPM,Transcribed,19km,11.30,24.80,18.00,,,12.90,,WATERTON PARK GATE,1289.00m,19km,14.20,8.50,69,0.00,,,20,12,,,NA,,,,,-30.28,-37.88,2,0.01803,-0.020534,0.05974,-24.47,-28.69,-38.46,2,0.015098,-0.033718,0.073297,-22.7,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=97670,WLNP-018-05_20200624_020000.wav,22
PC,General Community Waterton Lakes National Park 2020,353,WLNP-21-6,64863,,2020-06-24 02:00:00,149698,180s 1SPM,Transcribed,18km,11.30,24.80,18.00,,,12.90,,WATERTON PARK GATE,1289.00m,18km,14.20,8.50,69,0.00,,,20,12,,,NA,,,,,-3.15,-40.69,2,0.005537,-0.955702,0.952769,-0.39,-1.52,-37.98,2,0.022315,-0.978081,0.99051,-0.08,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=97232,WLNP-021-06_20200624_020000.wav,25
PC,General Community Waterton Lakes National Park 2020,353,WLNP-21-7,64864,,2020-06-24 02:00:00,149893,180s 1SPM,Bad Weather,19km,11.30,24.80,18.00,,,12.90,,WATERTON PARK GATE,1289.00m,19km,14.20,8.50,69,0.00,,,20,12,,,NA,,,,,-15.78,-24.19,2,0.013129,-0.432483,0.444679,-7.04,-7.36,-26.73,2,0.023437,-0.851247,0.640008,-1.4,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=97427,WLNP021-07_20200624_020000.wav,25
PC,General Community Waterton Lakes National Park 2020,353,WLNP-18-5,64872,,2020-06-24 03:49:00,150137,180s 1SPM,Transcribed,19km,11.30,24.80,18.00,,,12.90,,WATERTON PARK GATE,1289.00m,19km,,,,,,,,,,,,,,,,-31.86,-37.6,2,0.017968,-0.019535,0.054211,-25.32,-32.18,-39.49,2,0.015102,-0.053941,0.080358,-21.9,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=97671,WLNP-018-05_20200624_034900.wav,37
PC,General Community Waterton Lakes National Park 2020,353,WLNP-21-6,64863,,2020-06-24 03:49:00,149699,180s 1SPM,Transcribed,18km,11.30,24.80,18.00,,,12.90,,WATERTON PARK GATE,1289.00m,18km,,,,,,,,,,,,,,,,-17.8,-39.07,2,0.005639,-0.201523,0.243145,-12.28,-17.91,-36.63,2,0.022555,-0.18737,0.241471,-12.34,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=97233,WLNP-021-06_20200624_034900.wav,533
PC,General Community Waterton Lakes National Park 2020,353,WLNP-18-5,64872,,2020-06-24 04:49:00,150138,180s 1SPM,Transcribed,19km,11.30,24.80,18.00,,,12.90,,WATERTON PARK GATE,1289.00m,19km,,,,,,,,,,,,,,,,-15.6,-39.04,2,0.018039,-0.254683,0.176749,-11.88,-22.74,-39.42,2,0.015113,-0.118812,0.139173,-17.13,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=97672,WLNP-018-05_20200624_044900.wav,25
PC,General Community Waterton Lakes National Park 2020,353,WLNP-18-6,58530,,2020-06-24 04:49:00,150531,180s 1SPM,Bad Weather,20km,11.30,24.80,18.00,,,12.90,,WATERTON PARK GATE,1289.00m,20km,,,,,,,,,,,,,,,,-0.55,-29.82,99,0.02416,-1,0.993576,0,-0.57,-33.25,2,0.034478,-0.993591,0.992927,-0.06,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=98065,WLNP-018-06_20200624_044900.wav,660
PC,General Community Waterton Lakes National Park 2020,353,WLNP-21-6,64863,,2020-06-24 04:49:00,149700,180s 1SPM,Transcribed,18km,11.30,24.80,18.00,,,12.90,,WATERTON PARK GATE,1289.00m,18km,,,,,,,,,,,,,,,,-1.31,-39.27,2,0.006054,-0.982872,0.964192,-0.15,-0.96,-36.4,143,0.021741,-0.984148,1,0,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=97234,WLNP-021-06_20200624_044900.wav,533
