BirdObsID,ParkID,Transect,PointID,Year,Month,Day,SampleNumber,AOU_Code,Time.1st.Detected,#detected_0-3m20s,#detected_3m21s-6m40s,#detected_6m41s-10m,Behaviour,Comments,TransectID
139655,WLNP,Cameron Lake,1,2014,6,27,1,AMRO,0.03,1,1,1,Singing,,7
139656,WLNP,Cameron Lake,1,2014,6,27,1,BOCH,6.13,0,1,1,Calling,,7
139657,WLNP,Cameron Lake,1,2014,6,27,1,GCKI,0.06,1,1,1,Singing,,7
139658,WLNP,Cameron Lake,1,2014,6,27,1,SWTH,0.01,1,2,2,Singing,,7
139659,WLNP,Cameron Lake,1,2014,6,27,1,VATH,0.01,3,3,3,Singing,,7
139660,WLNP,Cameron Lake,1,2014,6,27,1,WIWA,2.46,1,1,1,Singing,,7
139661,WLNP,Cameron Lake,3,2014,6,27,1,PAWR,0.01,1,1,1,Singing,,7
139662,WLNP,Cameron Lake,3,2014,6,27,1,ZZZZ,0.53,1,0,0,Singing,,7
139663,WLNP,Cameron Lake,3,2014,6,27,1,YRWA,0.17,1,1,1,Singing,,7
139664,WLNP,Cameron Lake,3,2014,6,27,1,VATH,0.06,3,3,3,Singing,,7
139665,WLNP,Cameron Lake,3,2014,6,27,1,PIGR,2.39,1,1,0,Calling,,7
139666,WLNP,Cameron Lake,3,2014,6,27,1,GCKI,1.48,1,1,1,Singing,,7
139667,WLNP,Cameron Lake,3,2014,6,27,1,FOSP,1.02,1,0,1,Singing,,7
139668,WLNP,Cameron Lake,3,2014,6,27,1,SWTH,2.04,1,0,1,Calling,,7
139669,WLNP,Cameron Lake,4,2014,6,27,1,WIWA,0.15,1,1,0,Singing,,7
139670,WLNP,Cameron Lake,4,2014,6,27,1,TOWA,3.43,0,1,1,Singing,,7
139671,WLNP,Cameron Lake,4,2014,6,27,1,GCKI,0.01,1,1,2,Singing,,7
139672,WLNP,Cameron Lake,4,2014,6,27,1,PAWR,0.01,1,1,1,Singing,,7
139673,WLNP,Cameron Lake,4,2014,6,27,1,SWTH,0.44,2,2,1,Singing,,7
139674,WLNP,Cameron Lake,4,2014,6,27,1,VATH,0.01,2,2,2,Singing,,7
139675,WLNP,Cameron Lake,4,2014,6,27,1,RESQ,3.07,1,1,1,Calling,,7
139676,WLNP,Cameron Lake,5,2014,6,27,1,DEJU,1.37,1,1,1,Singing,,7
139677,WLNP,Cameron Lake,5,2014,6,27,1,MGWA,3.09,1,1,1,Singing,,7
139678,WLNP,Cameron Lake,5,2014,6,27,1,PAWR,0.06,1,1,1,Singing,,7
139679,WLNP,Cameron Lake,5,2014,6,27,1,STJA,1.3,1,0,0,Calling,,7
139680,WLNP,Cameron Lake,5,2014,6,27,1,SWTH,0.02,1,1,1,Singing,,7
139681,WLNP,Cameron Lake,5,2014,6,27,1,WIWA,0.01,1,1,1,Singing,,7
139682,WLNP,Cameron Lake,6,2014,6,27,1,PAWR,1.16,1,1,0,Singing,,7
139683,WLNP,Cameron Lake,6,2014,6,27,1,DEJU,0.01,1,1,1,Singing,,7
139684,WLNP,Cameron Lake,6,2014,6,27,1,MGWA,8.2,0,0,1,Singing,,7
139685,WLNP,Cameron Lake,6,2014,6,27,1,SWTH,0.01,3,3,1,Singing,,7
139686,WLNP,Cameron Lake,6,2014,6,27,1,TOWA,7.06,0,0,1,Singing,,7
139687,WLNP,Cameron Lake,6,2014,6,27,1,VATH,0.19,1,1,1,Singing,,7
139688,WLNP,Cameron Lake,6,2014,6,27,1,WIWA,7.36,0,0,1,Singing,,7
139689,WLNP,Cameron Lake,6,2014,6,27,1,GCKI,0.24,1,1,0,Singing,,7
139690,WLNP,Summit Lake,9,2014,6,27,1,YRWA,0.27,1,1,1,Singing,,8
139691,WLNP,Summit Lake,9,2014,6,27,1,FOSP,9.25,0,0,1,Singing,,8
139692,WLNP,Summit Lake,9,2014,6,27,1,HETH,0.01,1,2,2,Singing,,8
139693,WLNP,Summit Lake,9,2014,6,27,1,RESQ,2.19,1,0,0,Calling,,8
139694,WLNP,Summit Lake,11,2014,6,27,1,WCSP,1.31,1,1,0,Singing,,8
139695,WLNP,Summit Lake,11,2014,6,27,1,WIWA,0.02,2,2,1,Singing,,8
139696,WLNP,Summit Lake,11,2014,6,27,1,DEJU,6.19,0,1,1,Singing,,8
139697,WLNP,Summit Lake,11,2014,6,27,1,WETA,8.2,0,0,1,Singing,,8
139698,WLNP,Summit Lake,11,2014,6,27,1,VATH,0.41,1,1,1,Singing,,8
139699,WLNP,Summit Lake,11,2014,6,27,1,YRWA,0.01,2,2,2,Singing,,8
139700,WLNP,Summit Lake,11,2014,6,27,1,FOSP,0.06,1,1,1,Singing,,8
139701,WLNP,Summit Lake,11,2014,6,27,1,MOCH,7.19,0,0,1,Calling,,8
139702,WLNP,Summit Lake,11,2014,6,27,1,OSFL,0.16,1,0,1,Singing,,8
139703,WLNP,Summit Lake,11,2014,6,27,1,PIGR,4.2,0,1,1,Calling,,8
139704,WLNP,Summit Lake,11,2014,6,27,1,RBNU,1.05,1,0,1,Calling,,8
139705,WLNP,Summit Lake,11,2014,6,27,1,RCKI,0.32,1,1,0,Singing,,8
139706,WLNP,Summit Lake,12,2014,6,27,1,VATH,0.21,1,0,0,Singing,,8
139707,WLNP,Summit Lake,12,2014,6,27,1,RCKI,0.04,1,1,1,Singing,,8
139708,WLNP,Summit Lake,12,2014,6,27,1,PAWR,2.25,1,1,1,Singing,,8
139709,WLNP,Summit Lake,12,2014,6,27,1,OSFL,0.03,1,1,0,Singing,,8
139710,WLNP,Summit Lake,12,2014,6,27,1,DEJU,5.5,0,1,1,Singing,,8
139711,WLNP,Summit Lake,12,2014,6,27,1,FOSP,0.06,2,2,0,Singing,,8
139712,WLNP,Summit Lake,12,2014,6,27,1,YRWA,0.32,1,1,2,Singing,,8
139713,WLNP,Summit Lake,12,2014,6,27,1,WETA,0.29,1,0,0,Singing,,8
139714,WLNP,Summit Lake,15,2014,7,4,1,FOSP,8.15,0,0,1,Singing,,8
139715,WLNP,Summit Lake,15,2014,7,4,1,YRWA,0.04,1,1,1,Singing,,8
139716,WLNP,Summit Lake,15,2014,7,4,1,RCKI,5.49,0,1,1,Singing,,8
139717,WLNP,Summit Lake,15,2014,7,4,1,NOFL,0.01,1,1,0,Calling,,8
139718,WLNP,Summit Lake,15,2014,7,4,1,DEJU,0.12,1,1,1,Singing,,8
139719,WLNP,Summit Lake,15,2014,7,4,1,PIGR,7.12,0,0,1,Calling,,8
139720,WLNP,Summit Lake,16,2014,7,4,1,PISI,5.3,0,1,1,Calling,,8
139721,WLNP,Summit Lake,16,2014,7,4,1,BOCH,9.12,0,0,1,Calling,,8
139722,WLNP,Summit Lake,16,2014,7,4,1,CHSP,0.01,1,1,2,Singing,,8
139723,WLNP,Summit Lake,16,2014,7,4,1,DEJU,0.04,1,1,1,Singing,,8
139724,WLNP,Summit Lake,16,2014,7,4,1,FOSP,0.23,1,1,0,Singing,,8
139725,WLNP,Summit Lake,16,2014,7,4,1,HETH,6.09,0,1,1,Calling,,8
139726,WLNP,Summit Lake,16,2014,7,4,1,NOFL,2.58,1,1,1,Calling,,8
139727,WLNP,Summit Lake,16,2014,7,4,1,PIGR,7.4,0,0,1,Calling,,8
139728,WLNP,Summit Lake,16,2014,7,4,1,RCKI,0.01,1,1,1,Singing,,8
139729,WLNP,Summit Lake,16,2014,7,4,1,YRWA,0.14,1,1,0,Singing,,8
139730,WLNP,Summit Lake,16,2014,7,4,1,VATH,4,0,1,0,Singing,,8
139731,WLNP,Lower Mount Crandell,18,2014,6,25,1,RCKI,1.49,1,1,0,Singing,,1
139732,WLNP,Lower Mount Crandell,18,2014,6,25,1,BHGR,5.27,0,1,1,Singing,,1
139733,WLNP,Lower Mount Crandell,18,2014,6,25,1,WAVI,0.01,1,1,1,Singing,,1
139734,WLNP,Lower Mount Crandell,18,2014,6,25,1,VGSW,0.17,1,1,1,Calling,,1
139735,WLNP,Lower Mount Crandell,18,2014,6,25,1,YWAR,0.01,2,2,2,Singing,,1
139736,WLNP,Lower Mount Crandell,18,2014,6,25,1,RESQ,6.58,0,0,1,Calling,,1
139737,WLNP,Lower Mount Crandell,18,2014,6,25,1,DUFL,9.3,0,0,1,Singing,,1
139738,WLNP,Lower Mount Crandell,18,2014,6,25,1,CHSP,4.51,0,1,1,Singing,,1
139739,WLNP,Lower Mount Crandell,18,2014,6,25,1,CEDW,9.34,0,0,1,Calling,,1
139740,WLNP,Lower Mount Crandell,18,2014,6,25,1,BCCH,0.01,1,1,1,Singing,,1
139741,WLNP,Lower Mount Crandell,18,2014,6,25,1,AMRO,0.01,1,1,1,Singing,,1
139742,WLNP,Lower Mount Crandell,19,2014,6,25,1,HOWR,3.15,1,1,1,Singing,,1
139743,WLNP,Lower Mount Crandell,19,2014,6,25,1,WCSP,0.06,1,1,1,Singing,,1
139744,WLNP,Lower Mount Crandell,19,2014,6,25,1,WAVI,0.1,1,1,0,Singing,,1
139745,WLNP,Lower Mount Crandell,19,2014,6,25,1,VGSW,0.13,1,1,1,Calling,,1
139746,WLNP,Lower Mount Crandell,19,2014,6,25,1,SWTH,0.01,1,1,1,Singing,,1
139747,WLNP,Lower Mount Crandell,19,2014,6,25,1,YRWA,0.08,1,1,0,Singing,,1
139748,WLNP,Lower Mount Crandell,19,2014,6,25,1,YWAR,3.24,0,1,1,Singing,,1
139749,WLNP,Lower Mount Crandell,19,2014,6,25,1,DEJU,2.44,1,0,0,Singing,,1
139750,WLNP,Lower Mount Crandell,19,2014,6,25,1,OSFL,1.05,1,1,0,Singing,,1
139751,WLNP,Lower Mount Crandell,19,2014,6,25,1,BHCO,1.44,1,1,1,Singing,,1
139752,WLNP,Lower Mount Crandell,19,2014,6,25,1,RESQ,2.09,1,0,0,Calling,,1
139753,WLNP,Lower Mount Crandell,19,2014,6,25,1,CHSP,0.01,1,1,1,Singing,,1
139754,WLNP,Lower Mount Crandell,19,2014,6,25,1,BHGR,0.02,1,1,,Singing,,1
139755,WLNP,Lower Mount Crandell,19,2014,6,25,1,AMRO,0.01,1,1,0,Calling,,1
139756,WLNP,Lower Mount Crandell,19,2014,6,25,1,BCCH,0.33,1,1,1,Calling,,1
139757,WLNP,Lower Mount Crandell,19,2014,6,25,1,RCKI,1.02,1,0,1,Singing,,1
139758,WLNP,Lower Mount Crandell,20,2014,6,25,1,AMRO,9.21,0,0,1,Calling,,1
139759,WLNP,Lower Mount Crandell,20,2014,6,25,1,CHSP,6.27,0,1,1,Singing,,1
139760,WLNP,Lower Mount Crandell,20,2014,6,25,1,CBCH,0.02,1,0,0,Calling,,1
139761,WLNP,Lower Mount Crandell,20,2014,6,25,1,BHGR,9.02,0,0,1,Singing,,1
139762,WLNP,Lower Mount Crandell,20,2014,6,25,1,RESQ,9.29,0,0,1,Calling,,1
139763,WLNP,Lower Mount Crandell,20,2014,6,25,1,GRCA,0.58,1,1,1,Singing,,1
139764,WLNP,Lower Mount Crandell,20,2014,6,25,1,BHCO,0.1,1,0,1,Calling,,1
139765,WLNP,Lower Mount Crandell,20,2014,6,25,1,DEJU,0.06,1,1,1,Singing,,1
139766,WLNP,Lower Mount Crandell,20,2014,6,25,1,VGSW,5.09,0,1,1,Calling,,1
139767,WLNP,Lower Mount Crandell,20,2014,6,25,1,WAVI,3.25,0,1,1,Singing,,1
139768,WLNP,Lower Mount Crandell,20,2014,6,25,1,YWAR,3.2,1,1,1,Singing,,1
139769,WLNP,Lower Mount Crandell,20,2014,6,25,1,SWTH,0.03,1,1,0,Singing,,1
139770,WLNP,Lower Mount Crandell,20,2014,6,25,1,WCSP,0.07,2,2,2,Singing,,1
139771,WLNP,Lower Mount Crandell,21,2014,6,25,1,WAVI,0.01,2,1,1,Singing,,1
139772,WLNP,Lower Mount Crandell,21,2014,6,25,1,OCWA,0.05,1,0,1,Singing,,1
139773,WLNP,Lower Mount Crandell,21,2014,6,25,1,MGWA,2.05,1,1,1,Singing,,1
139774,WLNP,Lower Mount Crandell,21,2014,6,25,1,MOCH,0.49,1,0,0,Singing,,1
139775,WLNP,Lower Mount Crandell,21,2014,6,25,1,HAWO,8.5,0,0,1,Calling,,1
139776,WLNP,Lower Mount Crandell,21,2014,6,25,1,RCKI,0.12,1,1,2,Singing,,1
139777,WLNP,Lower Mount Crandell,21,2014,6,25,1,SWTH,0.37,1,1,1,Singing,,1
139778,WLNP,Lower Mount Crandell,21,2014,6,25,1,AMRO,0.26,1,1,1,Calling,,1
139779,WLNP,Lower Mount Crandell,21,2014,6,25,1,YRWA,0.02,1,1,1,Singing,,1
139780,WLNP,Lower Mount Crandell,21,2014,6,25,1,YWAR,3.2,0,1,0,Singing,,1
139781,WLNP,Lower Mount Crandell,21,2014,6,25,1,CORA,5.46,0,1,1,Calling,,1
139782,WLNP,Lower Mount Crandell,21,2014,6,25,1,RESQ,1.34,1,1,1,Calling,,1
139783,WLNP,Lower Mount Crandell,22,2014,6,25,1,DUFL,5.37,0,1,1,Singing,,1
139784,WLNP,Lower Mount Crandell,22,2014,6,25,1,AMRO,0.02,1,1,1,Singing,,1
139785,WLNP,Lower Mount Crandell,22,2014,6,25,1,BHCO,9.23,0,0,1,Calling,,1
139786,WLNP,Lower Mount Crandell,22,2014,6,25,1,BHGR,2.02,1,0,1,Singing,,1
139787,WLNP,Lower Mount Crandell,22,2014,6,25,1,CORA,8.08,0,0,1,Calling,,1
139788,WLNP,Lower Mount Crandell,22,2014,6,25,1,HOWR,0.01,1,1,1,Singing,,1
139789,WLNP,Lower Mount Crandell,22,2014,6,25,1,OCWA,0.05,1,1,0,Singing,,1
139790,WLNP,Lower Mount Crandell,22,2014,6,25,1,RCKI,6.02,0,1,1,Singing,,1
139791,WLNP,Lower Mount Crandell,22,2014,6,25,1,WAVI,0.44,1,0,1,Singing,,1
139792,WLNP,Lower Mount Crandell,22,2014,6,25,1,YWAR,4.45,0,1,1,Singing,,1
139793,WLNP,Lower Mount Crandell,22,2014,6,25,1,WCSP,0.07,1,1,1,Singing,,1
139794,WLNP,Lower Mount Crandell,22,2014,6,25,1,CHSP,2.24,1,1,1,Singing,,1
139795,WLNP,Lower Mount Crandell,23,2014,6,25,1,MOCH,6.03,0,1,0,Singing,,1
139796,WLNP,Lower Mount Crandell,23,2014,6,25,1,DUFL,0.04,1,1,1,Singing,,1
139797,WLNP,Lower Mount Crandell,23,2014,6,25,1,HOWR,1.32,1,1,0,Singing,,1
139798,WLNP,Lower Mount Crandell,23,2014,6,25,1,MGWA,0.09,1,1,1,Singing,,1
139799,WLNP,Lower Mount Crandell,23,2014,6,25,1,CHSP,0.01,1,2,2,Singing,,1
139800,WLNP,Lower Mount Crandell,23,2014,6,25,1,CEDW,5.5,0,1,0,Calling,,1
139801,WLNP,Lower Mount Crandell,23,2014,6,25,1,BHGR,1.42,1,1,0,Singing,,1
139802,WLNP,Lower Mount Crandell,23,2014,6,25,1,BHCO,2.43,1,1,0,Calling,,1
139803,WLNP,Lower Mount Crandell,23,2014,6,25,1,RCKI,6.35,0,1,1,Singing,,1
139804,WLNP,Lower Mount Crandell,23,2014,6,25,1,RESQ,3.28,0,1,1,Calling,,1
139805,WLNP,Lower Mount Crandell,23,2014,6,25,1,WAVI,3.35,0,1,1,Singing,,1
139806,WLNP,Lower Mount Crandell,23,2014,6,25,1,WCSP,0.01,1,1,1,Singing,,1
139807,WLNP,Lower Mount Crandell,23,2014,6,25,1,WETA,0.05,1,0,0,Singing,,1
139808,WLNP,Lower Mount Crandell,23,2014,6,25,1,RBNU,0.16,1,1,0,Calling,,1
139809,WLNP,Lower Mount Crandell,23,2014,6,25,1,YWAR,0.02,1,1,2,Singing,,1
139810,WLNP,Lower Mount Crandell,24,2014,6,25,1,WCSP,5.38,0,1,1,Singing,,1
139811,WLNP,Lower Mount Crandell,24,2014,6,25,1,BHGR,0.35,1,0,0,Singing,,1
139812,WLNP,Lower Mount Crandell,24,2014,6,25,1,MOCH,0.01,1,1,1,Singing,,1
139813,WLNP,Lower Mount Crandell,24,2014,6,25,1,AMRO,0.14,1,0,0,Singing,,1
139814,WLNP,Lower Mount Crandell,24,2014,6,25,1,CHSP,2.39,1,0,0,Singing,,1
139815,WLNP,Lower Mount Crandell,24,2014,6,25,1,DEJU,0.07,1,1,1,Singing,,1
139816,WLNP,Lower Mount Crandell,24,2014,6,25,1,HOWR,5,0,1,1,Singing,,1
139817,WLNP,Lower Mount Crandell,24,2014,6,25,1,LAZB,1.43,1,1,1,Singing,,1
139818,WLNP,Lower Mount Crandell,24,2014,6,25,1,SWTH,1.15,1,1,1,Singing,,1
139819,WLNP,Lower Mount Crandell,24,2014,6,25,1,WETA,6.29,0,1,0,Singing,,1
139820,WLNP,Lower Mount Crandell,24,2014,6,25,1,YWAR,0.02,1,1,2,Singing,,1
139821,WLNP,Lower Mount Crandell,24,2014,6,25,1,BHCO,0.21,1,0,1,Singing,,1
139822,WLNP,Lower Mount Crandell,24,2014,6,25,1,MGWA,0.01,1,1,1,Singing,,1
139823,WLNP,Lower Mount Crandell,24,2014,6,25,1,RCKI,0.25,2,1,0,Singing,,1
139824,WLNP,Sofa Mountain,25,2014,6,21,1,WCSP,0.04,1,0,0,Singing,,5
139825,WLNP,Sofa Mountain,25,2014,6,21,1,AMRO,6.47,0,0,1,Singing,,5
139826,WLNP,Sofa Mountain,25,2014,6,21,1,CHSP,8.34,0,0,1,Singing,,5
139827,WLNP,Sofa Mountain,25,2014,6,21,1,DEJU,0.03,2,1,0,Singing,,5
139828,WLNP,Sofa Mountain,25,2014,6,21,1,YWAR,6.21,0,1,0,Singing,,5
139829,WLNP,Sofa Mountain,25,2014,6,21,1,SWTH,0.09,2,1,1,Singing,,5
139830,WLNP,Sofa Mountain,25,2014,6,21,1,WAVI,3.38,0,1,1,Singing,,5
139831,WLNP,Sofa Mountain,25,2014,6,21,1,RESQ,2.18,1,1,0,Calling,,5
139832,WLNP,Sofa Mountain,25,2014,6,21,1,RCKI,0.09,1,1,1,Singing,,5
139833,WLNP,Sofa Mountain,26,2014,6,21,1,RBNU,6.15,0,1,1,Calling,,5
139834,WLNP,Sofa Mountain,26,2014,6,21,1,WETA,8.03,0,0,1,Singing,,5
139835,WLNP,Sofa Mountain,26,2014,6,21,1,SWTH,0.01,1,1,1,Singing,,5
139836,WLNP,Sofa Mountain,26,2014,6,21,1,RNSA,0.52,1,2,3,Drumming,,5
139837,WLNP,Sofa Mountain,26,2014,6,21,1,RCKI,0.02,1,1,1,Singing,,5
139838,WLNP,Sofa Mountain,26,2014,6,21,1,CHSP,5.53,0,1,0,Singing,,5
139839,WLNP,Sofa Mountain,26,2014,6,21,1,GCKI,3.51,0,1,1,Singing,,5
139840,WLNP,Sofa Mountain,26,2014,6,21,1,MOCH,4.22,0,1,1,Singing,,5
139841,WLNP,Sofa Mountain,26,2014,6,21,1,RESQ,0.01,1,0,1,Calling,,5
139842,WLNP,Sofa Mountain,27,2014,6,21,1,RBNU,0.43,1,0,1,Calling,,5
139843,WLNP,Sofa Mountain,27,2014,6,21,1,GRAJ,5.21,0,2,1,Calling,,5
139844,WLNP,Sofa Mountain,27,2014,6,21,1,YRWA,0.13,1,0,1,Calling,,5
139845,WLNP,Sofa Mountain,27,2014,6,21,1,HAWO,2.01,1,0,1,Calling,,5
139846,WLNP,Sofa Mountain,27,2014,6,21,1,DEJU,0.38,1,1,0,Singing,,5
139847,WLNP,Sofa Mountain,27,2014,6,21,1,BHCO,0.17,1,1,1,Calling,,5
139848,WLNP,Sofa Mountain,27,2014,6,21,1,SWTH,2.1,1,1,1,Singing,,5
139849,WLNP,Sofa Mountain,27,2014,6,21,1,WETA,0.1,1,1,1,Singing,,5
139850,WLNP,Sofa Mountain,27,2014,6,21,1,RCKI,0.02,1,1,1,Singing,,5
139851,WLNP,Sofa Mountain,27,2014,6,21,1,RESQ,0.56,1,1,1,Calling,,5
139852,WLNP,Sofa Mountain,28,2014,6,21,1,MGWA,5.34,0,2,2,Singing,,5
139853,WLNP,Sofa Mountain,28,2014,6,21,1,GCKI,1.01,1,1,0,Singing,,5
139854,WLNP,Sofa Mountain,28,2014,6,21,1,CHSP,2.01,1,1,2,Singing,,5
139855,WLNP,Sofa Mountain,28,2014,6,21,1,BHGR,0.05,1,1,1,Singing,,5
139856,WLNP,Sofa Mountain,28,2014,6,21,1,BHCO,6.26,0,1,1,Calling,,5
139857,WLNP,Sofa Mountain,28,2014,6,21,1,AMRO,0.01,1,0,0,Singing,,5
139858,WLNP,Sofa Mountain,28,2014,6,21,1,DEJU,0.05,2,1,0,Singing,,5
139859,WLNP,Sofa Mountain,28,2014,6,21,1,RBNU,0.01,1,1,1,Calling,,5
139860,WLNP,Sofa Mountain,28,2014,6,21,1,RECR,7.04,0,0,1,Calling,,5
139861,WLNP,Sofa Mountain,28,2014,6,21,1,TOWA,0.39,1,1,0,Calling,,5
139862,WLNP,Sofa Mountain,28,2014,6,21,1,WETA,0.07,1,1,1,Singing,,5
139863,WLNP,Sofa Mountain,28,2014,6,21,1,RESQ,6.25,0,1,1,Calling,,5
139864,WLNP,Sofa Mountain,28,2014,6,21,1,SWTH,1.09,1,1,1,Singing,,5
139865,WLNP,Sofa Mountain,28,2014,6,21,1,RCKI,1.22,1,1,1,Singing,,5
139866,WLNP,Sofa Mountain,29,2014,6,21,1,BHGR,0.28,1,1,0,Singing,,5
139867,WLNP,Sofa Mountain,29,2014,6,21,1,WETA,6.47,0,0,1,Singing,,5
139868,WLNP,Sofa Mountain,29,2014,6,21,1,BHCO,0.5,1,0,0,Calling,,5
139869,WLNP,Sofa Mountain,29,2014,6,21,1,RBNU,0.01,1,1,1,Calling,,5
139870,WLNP,Sofa Mountain,29,2014,6,21,1,AMRO,2.16,1,0,0,Singing,,5
139871,WLNP,Sofa Mountain,29,2014,6,21,1,YRWA,1.15,1,1,1,Singing,,5
139872,WLNP,Sofa Mountain,29,2014,6,21,1,WISN,1.4,1,0,0,Flying,,5
139873,WLNP,Sofa Mountain,29,2014,6,21,1,WCSP,0.52,1,1,1,Singing,,5
139874,WLNP,Sofa Mountain,29,2014,6,21,1,SWTH,2.14,1,0,1,Singing,,5
139875,WLNP,Sofa Mountain,29,2014,6,21,1,RCKI,5.04,0,1,0,Singing,,5
139876,WLNP,Sofa Mountain,29,2014,6,21,1,CEDW,6.29,0,1,1,Calling,,5
139877,WLNP,Sofa Mountain,29,2014,6,21,1,MOCH,1.23,1,1,2,Singing,,5
139878,WLNP,Sofa Mountain,29,2014,6,21,1,MGWA,8.25,0,0,1,Singing,,5
139879,WLNP,Sofa Mountain,29,2014,6,21,1,LAZB,8.06,0,0,1,Singing,,5
139880,WLNP,Sofa Mountain,29,2014,6,21,1,HOWR,0.03,1,1,1,Singing,,5
139881,WLNP,Sofa Mountain,29,2014,6,21,1,DEJU,0.3,1,0,0,Singing,,5
139882,WLNP,Sofa Mountain,29,2014,6,21,1,CHSP,7.52,0,0,1,Singing,,5
139883,WLNP,Sofa Mountain,29,2014,6,21,1,RESQ,2.35,1,1,1,Calling,,5
139884,WLNP,Sofa Mountain,30,2014,6,21,1,CHSP,1.2,1,1,1,Singing,,5
139885,WLNP,Sofa Mountain,30,2014,6,21,1,AMRO,4.04,0,1,0,Singing,,5
139886,WLNP,Sofa Mountain,30,2014,6,21,1,CEDW,0.04,2,1,0,Calling,,5
139887,WLNP,Sofa Mountain,30,2014,6,21,1,RCKI,0.01,1,1,1,Singing,,5
139888,WLNP,Sofa Mountain,30,2014,6,21,1,DEJU,0.22,1,0,1,Singing,,5
139889,WLNP,Sofa Mountain,30,2014,6,21,1,HOWR,0.01,1,1,0,Singing,,5
139890,WLNP,Sofa Mountain,30,2014,6,21,1,NOFL,0.51,1,0,0,Calling,,5
139891,WLNP,Sofa Mountain,30,2014,6,21,1,OCWA,5.02,0,1,1,Singing,,5
139892,WLNP,Sofa Mountain,30,2014,6,21,1,RBNU,4.45,0,1,0,Calling,,5
139893,WLNP,Sofa Mountain,30,2014,6,21,1,SWTH,6.24,0,1,1,Singing,,5
139894,WLNP,Sofa Mountain,30,2014,6,21,1,WCSP,1.15,1,1,1,Singing,,5
139895,WLNP,Sofa Mountain,30,2014,6,21,1,BHCO,8.16,0,0,1,Calling,,5
139896,WLNP,Sofa Mountain,30,2014,6,21,1,WAVI,0.07,1,1,1,Singing,,5
139897,WLNP,Sofa Mountain,31,2014,6,21,1,RCKI,0.01,1,1,1,Singing,,5
139898,WLNP,Sofa Mountain,31,2014,6,21,1,CEDW,0.01,2,1,2,Calling,,5
139899,WLNP,Sofa Mountain,31,2014,6,21,1,RBNU,9.54,0,0,1,Calling,,5
139900,WLNP,Sofa Mountain,31,2014,6,21,1,RESQ,6.54,0,0,1,Calling,,5
139901,WLNP,Sofa Mountain,31,2014,6,21,1,WAVI,3.35,0,1,1,Singing,,5
139902,WLNP,Sofa Mountain,31,2014,6,21,1,CHSP,0.16,1,1,1,Singing,,5
139903,WLNP,Sofa Mountain,32,2014,6,21,1,BHGR,9.39,0,0,1,Singing,,5
139904,WLNP,Sofa Mountain,32,2014,6,21,1,BHCO,4.08,0,1,0,Calling,,5
139905,WLNP,Sofa Mountain,32,2014,6,21,1,CHSP,1.52,1,0,1,Singing,,5
139906,WLNP,Sofa Mountain,32,2014,6,21,1,DEJU,0.37,1,1,1,Singing,,5
139907,WLNP,Sofa Mountain,32,2014,6,21,1,OCWA,2.27,1,0,1,Singing,,5
139908,WLNP,Sofa Mountain,32,2014,6,21,1,RESQ,6.54,0,0,1,Calling,,5
139909,WLNP,Sofa Mountain,32,2014,6,21,1,RCKI,0.04,1,2,2,Singing,,5
139910,WLNP,Sofa Mountain,32,2014,6,21,1,WAVI,1.24,1,1,1,Singing,,5
139911,WLNP,Sofa Mountain,32,2014,6,21,1,WCSP,7.41,0,0,1,Singing,,5
139912,WLNP,Sofa Mountain,32,2014,6,21,1,MGWA,5.11,0,1,0,Singing,,5
139913,WLNP,Wishbone Trail,33,2014,6,3,1,WCSP,0.19,1,1,1,Singing,,4
139914,WLNP,Wishbone Trail,33,2014,6,3,1,RUGR,0.16,1,1,1,Drumming,,4
139915,WLNP,Wishbone Trail,33,2014,6,3,1,BHCO,8.46,0,0,1,Calling,,4
139916,WLNP,Wishbone Trail,33,2014,6,3,1,ZZZZ,3.56,0,1,,Calling,,4
139917,WLNP,Wishbone Trail,33,2014,6,3,1,YWAR,0.03,1,1,1,Singing,,4
139918,WLNP,Wishbone Trail,33,2014,6,3,1,YBCH,0.01,1,1,1,Singing,var 1 in library,4
139919,WLNP,Wishbone Trail,33,2014,6,3,1,VIRA,5.35,0,1,,Singing,,4
139920,WLNP,Wishbone Trail,33,2014,6,3,1,VEER,0.18,1,1,1,Singing,,4
139921,WLNP,Wishbone Trail,33,2014,6,3,1,TRES,0.01,2,2,2,Calling,,4
139922,WLNP,Wishbone Trail,33,2014,6,3,1,CEDW,4.34,0,1,2,Calling,,4
139923,WLNP,Wishbone Trail,33,2014,6,3,1,HOWR,4.11,0,1,1,Singing,,4
139924,WLNP,Wishbone Trail,33,2014,6,3,1,YHBL,5.19,0,1,,Singing,,4
139925,WLNP,Wishbone Trail,33,2014,6,3,1,CORA,0.23,1,0,,Calling,,4
139926,WLNP,Wishbone Trail,33,2014,6,3,1,SORA,7.32,0,0,1,Singing,,4
139927,WLNP,Wishbone Trail,33,2014,6,3,1,CCSP,3.2,0,1,,Singing,,4
139928,WLNP,Wishbone Trail,33,2014,6,3,1,CANG,2.08,1,1,1,Calling,,4
139929,WLNP,Wishbone Trail,33,2014,6,3,1,BHGR,2.22,1,0,1,Singing,,4
139930,WLNP,Wishbone Trail,33,2014,6,3,1,RWBL,3.5,0,1,1,Singing,,4
139931,WLNP,Wishbone Trail,33,2014,6,3,1,SACR,0.39,2,0,,Calling,,4
