BirdObsID,ParkID,Transect,PointID,Year,Month,Day,SampleNumber,AOU_Code,Time.1st.Detected,#detected_0-3m20s,#detected_3m21s-6m40s,#detected_6m41s-10m,Behaviour,Comments,TransectID
141150,WLNP,Sofa Mountain,32,2013,6,13,1,WISN,3.13,1,1,1,Calling,,5
141151,WLNP,Sofa Mountain,32,2013,6,13,1,BHGR,3.49,0,1,1,Singing,,5
141152,WLNP,Sofa Mountain,32,2013,6,13,1,CHSP,0.03,1,2,1,Singing,,5
141153,WLNP,Sofa Mountain,32,2013,6,13,1,DEJU,0.07,1,0,0,Singing,,5
141154,WLNP,Sofa Mountain,32,2013,6,13,1,DUFL,3.22,0,1,0,Singing,,5
141155,WLNP,Sofa Mountain,32,2013,6,13,1,NOWA,1.48,1,0,0,Singing,,5
141156,WLNP,Sofa Mountain,32,2013,6,13,1,OCWA,8.09,0,1,1,Singing,,5
141157,WLNP,Sofa Mountain,32,2013,6,13,1,WCSP,0.28,1,1,1,Singing,,5
141158,WLNP,Sofa Mountain,32,2013,6,13,1,WAVI,0.01,2,1,1,Singing,,5
141159,WLNP,Sofa Mountain,32,2013,6,13,1,RESQ,4.47,0,1,0,Calling,,5
141160,WLNP,Sofa Mountain,32,2013,6,13,1,RCKI,0.25,1,0,1,Singing,,5
141161,WLNP,Sofa Mountain,32,2013,6,13,1,MGWA,0.52,1,1,1,Singing,,5
141162,WLNP,Wishbone Trail,33,2013,6,28,1,BAOR,0.32,1,0,1,Singing,,4
141163,WLNP,Wishbone Trail,33,2013,6,28,1,WEWP,1.27,1,2,1,Singing,,4
141164,WLNP,Wishbone Trail,33,2013,6,28,1,YWAR,0.17,1,1,1,Singing,,4
141165,WLNP,Wishbone Trail,33,2013,6,28,1,COLO,0.11,1,1,1,Calling,,4
141166,WLNP,Wishbone Trail,33,2013,6,28,1,AMRO,0.04,1,1,2,Singing,,4
141167,WLNP,Wishbone Trail,33,2013,6,28,1,VGSW,0.01,1,0,0,Calling,,4
141168,WLNP,Wishbone Trail,33,2013,6,28,1,SORA,2.39,1,0,0,Singing,,4
141169,WLNP,Wishbone Trail,33,2013,6,28,1,RWBL,0.31,1,1,0,Singing,,4
141170,WLNP,Wishbone Trail,33,2013,6,28,1,NOWA,0.05,1,0,0,Singing,,4
141171,WLNP,Wishbone Trail,33,2013,6,28,1,HOWR,0.03,2,2,2,Singing,,4
141172,WLNP,Wishbone Trail,33,2013,6,28,1,BHCO,6.53,0,0,1,Singing,,4
141173,WLNP,Wishbone Trail,33,2013,6,28,1,CCSP,1.37,1,1,1,Singing,,4
141174,WLNP,Wishbone Trail,33,2013,6,28,1,BCCH,0.01,1,0,0,Singing,,4
141175,WLNP,Wishbone Trail,33,2013,6,28,1,CEDW,0.13,2,1,2,Calling,,4
141176,WLNP,Wishbone Trail,34,2013,6,28,1,RWBL,1.03,1,0,0,Singing,,4
141177,WLNP,Wishbone Trail,34,2013,6,28,1,BAOR,3.03,1,1,0,Singing,,4
141178,WLNP,Wishbone Trail,34,2013,6,28,1,CEDW,4.39,0,1,0,Calling,,4
141179,WLNP,Wishbone Trail,34,2013,6,28,1,COLO,1.06,1,0,0,Calling,,4
141180,WLNP,Wishbone Trail,34,2013,6,28,1,LEFL,0.42,1,2,1,Singing,,4
141181,WLNP,Wishbone Trail,34,2013,6,28,1,HOWR,0.01,2,1,2,Singing,,4
141182,WLNP,Wishbone Trail,34,2013,6,28,1,RNSA,3.31,0,1,0,Drumming,,4
141183,WLNP,Wishbone Trail,34,2013,6,28,1,WCSP,4.08,0,1,1,Singing,,4
141184,WLNP,Wishbone Trail,34,2013,6,28,1,WEWP,0.57,1,1,1,Singing,,4
141185,WLNP,Wishbone Trail,34,2013,6,28,1,WISN,1.15,1,2,1,Calling,,4
141186,WLNP,Wishbone Trail,34,2013,6,28,1,YWAR,0.12,2,3,3,Singing,,4
141187,WLNP,Wishbone Trail,34,2013,6,28,1,GRCA,0.32,1,1,1,Singing,,4
141188,WLNP,Wishbone Trail,34,2013,6,28,1,NOWA,1.05,1,0,0,Singing,,4
141189,WLNP,Wishbone Trail,35,2013,6,28,1,WISN,0.02,2,1,0,Displayflight,,4
141190,WLNP,Wishbone Trail,35,2013,6,28,1,EAKI,4.13,0,1,0,Calling,,4
141191,WLNP,Wishbone Trail,35,2013,6,28,1,WCSP,3.02,1,1,0,Singing,,4
141192,WLNP,Wishbone Trail,35,2013,6,28,1,WEWP,5.45,0,1,1,Singing,,4
141193,WLNP,Wishbone Trail,35,2013,6,28,1,YWAR,0.32,1,1,1,Singing,,4
141194,WLNP,Wishbone Trail,35,2013,6,28,1,ZZZZ,2.52,1,1,1,Calling,,4
141195,WLNP,Wishbone Trail,35,2013,6,28,1,VEER,1.1,1,1,0,Calling,,4
141196,WLNP,Wishbone Trail,35,2013,6,28,1,SAVS,0.01,1,1,1,Singing,,4
141197,WLNP,Wishbone Trail,35,2013,6,28,1,RWBL,0.08,1,0,1,Singing,,4
141198,WLNP,Wishbone Trail,35,2013,6,28,1,NRWS,2.58,1,1,0,Calling,,4
141199,WLNP,Wishbone Trail,35,2013,6,28,1,NOFL,8.1,0,0,1,Drumming,,4
141200,WLNP,Wishbone Trail,35,2013,6,28,1,LISP,1.58,1,1,1,Singing,,4
141201,WLNP,Wishbone Trail,35,2013,6,28,1,LEFL,3.16,1,0,0,Singing,,4
141202,WLNP,Wishbone Trail,35,2013,6,28,1,GRCA,1.12,1,1,1,Singing,,4
141203,WLNP,Wishbone Trail,35,2013,6,28,1,COYE,7.5,0,0,1,Singing,,4
141204,WLNP,Wishbone Trail,35,2013,6,28,1,CEDW,0.5,1,1,0,Calling,,4
141205,WLNP,Wishbone Trail,35,2013,6,28,1,CCSP,6.1,0,1,1,Singing,,4
141206,WLNP,Wishbone Trail,35,2013,6,28,1,HOWR,0.03,2,2,1,Singing,,4
141207,WLNP,Wishbone Trail,36,2013,7,1,1,HOWR,0.07,1,2,2,Singing,,4
141208,WLNP,Wishbone Trail,36,2013,7,1,1,VEER,0.42,1,1,0,Singing,,4
141209,WLNP,Wishbone Trail,36,2013,7,1,1,VGSW,4.23,0,1,0,Calling,,4
141210,WLNP,Wishbone Trail,36,2013,7,1,1,WEWP,0.08,2,1,1,Singing,,4
141211,WLNP,Wishbone Trail,36,2013,7,1,1,WISN,0.01,2,2,2,Singing,,4
141212,WLNP,Wishbone Trail,36,2013,7,1,1,WIWA,0.05,1,0,0,Singing,,4
141213,WLNP,Wishbone Trail,36,2013,7,1,1,YWAR,0.03,2,2,1,Singing,,4
141214,WLNP,Wishbone Trail,36,2013,7,1,1,ZZZZ,3.29,0,1,0,Calling,,4
141215,WLNP,Wishbone Trail,36,2013,7,1,1,RNSA,9,0,0,1,Drumming,,4
141216,WLNP,Wishbone Trail,36,2013,7,1,1,LISP,0.2,1,1,1,Singing,,4
141217,WLNP,Wishbone Trail,36,2013,7,1,1,EAKI,6.08,0,1,1,Calling,,4
141218,WLNP,Wishbone Trail,36,2013,7,1,1,CEDW,0.01,2,1,2,Calling,,4
141219,WLNP,Wishbone Trail,36,2013,7,1,1,BHCO,4.07,0,1,1,Calling,,4
141220,WLNP,Wishbone Trail,36,2013,7,1,1,AMRO,0.05,1,1,0,Singing,,4
141221,WLNP,Wishbone Trail,36,2013,7,1,1,ALFL,0.52,1,0,1,Singing,,4
141222,WLNP,Wishbone Trail,36,2013,7,1,1,RWBL,5.24,0,1,1,Singing,,4
141223,WLNP,Wishbone Trail,37,2013,7,1,1,LAZB,0.26,1,0,0,Singing,,4
141224,WLNP,Wishbone Trail,37,2013,7,1,1,BHCO,3,1,1,1,Singing,,4
141225,WLNP,Wishbone Trail,37,2013,7,1,1,LEFL,0.29,1,1,1,Singing,,4
141226,WLNP,Wishbone Trail,37,2013,7,1,1,BAOR,0.43,1,0,0,Singing,,4
141227,WLNP,Wishbone Trail,37,2013,7,1,1,BRBL,0.09,1,1,0,Calling,,4
141228,WLNP,Wishbone Trail,37,2013,7,1,1,CEDW,0.39,1,1,2,Calling,,4
141229,WLNP,Wishbone Trail,37,2013,7,1,1,HOWR,0.01,1,1,1,Singing,,4
141230,WLNP,Wishbone Trail,37,2013,7,1,1,WISN,0.01,2,2,2,Displayflight,,4
141231,WLNP,Wishbone Trail,37,2013,7,1,1,AMGO,1.29,1,0,0,Calling,,4
141232,WLNP,Wishbone Trail,37,2013,7,1,1,YWAR,0.04,2,1,2,Singing,,4
141233,WLNP,Wishbone Trail,37,2013,7,1,1,WEWP,0.08,1,1,1,Singing,,4
141234,WLNP,Wishbone Trail,37,2013,7,1,1,VEER,9.57,0,0,1,Singing,,4
141235,WLNP,Wishbone Trail,37,2013,7,1,1,RWBL,0.05,1,1,1,Singing,,4
141236,WLNP,Wishbone Trail,37,2013,7,1,1,NOWA,4.17,0,1,1,Singing,,4
141237,WLNP,Wishbone Trail,37,2013,7,1,1,RNSA,3.09,1,0,1,Drumming,,4
141238,WLNP,Wishbone Trail,38,2013,7,1,1,TRES,0.35,1,0,0,Calling,,4
141239,WLNP,Wishbone Trail,38,2013,7,1,1,LEFL,8.39,0,0,1,Singing,,4
141240,WLNP,Wishbone Trail,38,2013,7,1,1,HOWR,0.02,1,2,1,Singing,,4
141241,WLNP,Wishbone Trail,38,2013,7,1,1,CHSP,9.06,0,0,1,Singing,,4
141242,WLNP,Wishbone Trail,38,2013,7,1,1,CEDW,0.06,2,2,2,Calling,,4
141243,WLNP,Wishbone Trail,38,2013,7,1,1,BRBL,2.24,1,0,0,Calling,,4
141244,WLNP,Wishbone Trail,38,2013,7,1,1,LISP,4.41,0,1,0,Singing,,4
141245,WLNP,Wishbone Trail,38,2013,7,1,1,NOWA,1.12,1,1,0,Singing,,4
141246,WLNP,Wishbone Trail,38,2013,7,1,1,YWAR,0.01,3,2,2,Singing,,4
141247,WLNP,Wishbone Trail,38,2013,7,1,1,RWBL,1.3,1,1,1,Singing,,4
141248,WLNP,Wishbone Trail,38,2013,7,1,1,BAOR,0.35,1,0,1,Singing,,4
141249,WLNP,Wishbone Trail,38,2013,7,1,1,AMGO,0.57,1,0,0,Calling,,4
141250,WLNP,Wishbone Trail,38,2013,7,1,1,WISN,0.05,1,1,2,Calling,,4
141251,WLNP,Wishbone Trail,38,2013,7,1,1,WEWP,3.33,0,1,1,Singing,,4
141252,WLNP,Wishbone Trail,38,2013,7,1,1,WCSP,0.13,1,1,1,Singing,,4
141253,WLNP,Wishbone Trail,38,2013,7,1,1,VEER,6.07,0,1,1,Singing,,4
141254,WLNP,Wishbone Trail,38,2013,7,1,1,BHCO,2.2,1,0,0,Singing,,4
141255,WLNP,Wishbone Trail,38,2013,7,1,1,AMRO,0.31,1,1,1,Singing,,4
141256,WLNP,Wishbone Trail,38,2013,7,1,1,RNSA,2.43,1,1,0,Drumming,,4
141257,WLNP,Wishbone Trail,39,2013,7,1,1,AMRO,0.19,1,1,1,Singing,,4
141258,WLNP,Wishbone Trail,39,2013,7,1,1,LEFL,0.06,1,1,1,Singing,,4
141259,WLNP,Wishbone Trail,39,2013,7,1,1,AMGO,6.54,0,0,1,Calling,,4
141260,WLNP,Wishbone Trail,39,2013,7,1,1,VEER,0.44,1,0,0,Calling,,4
141261,WLNP,Wishbone Trail,39,2013,7,1,1,YWAR,0.01,2,3,2,Singing,,4
141262,WLNP,Wishbone Trail,39,2013,7,1,1,PISI,3.43,0,1,0,Calling,,4
141263,WLNP,Wishbone Trail,39,2013,7,1,1,NOWA,0.51,1,1,0,Singing,,4
141264,WLNP,Wishbone Trail,39,2013,7,1,1,HAWO,0.04,1,1,1,Calling,,4
141265,WLNP,Wishbone Trail,39,2013,7,1,1,WCSP,5.01,0,1,0,Singing,,4
141266,WLNP,Wishbone Trail,39,2013,7,1,1,BAOR,1.22,1,0,0,Singing,,4
141267,WLNP,Wishbone Trail,39,2013,7,1,1,BHCO,2.38,1,1,0,Singing,,4
141268,WLNP,Wishbone Trail,39,2013,7,1,1,WEWP,0.09,1,0,1,Singing,,4
141269,WLNP,Wishbone Trail,39,2013,7,1,1,WISN,2,2,1,1,Displayflight,,4
141270,WLNP,Wishbone Trail,39,2013,7,1,1,HOWR,0.01,1,1,1,Singing,,4
141271,WLNP,Wishbone Trail,39,2013,7,1,1,LISP,0.41,1,1,1,Singing,,4
141272,WLNP,Wishbone Trail,40,2013,7,1,1,RWBL,3.59,0,1,1,Singing,,4
141273,WLNP,Wishbone Trail,40,2013,7,1,1,WISN,0.01,1,0,1,Calling,,4
141274,WLNP,Wishbone Trail,40,2013,7,1,1,YWAR,0.01,2,3,2,Singing,,4
141275,WLNP,Wishbone Trail,40,2013,7,1,1,WCSP,0.54,1,1,0,Singing,,4
141276,WLNP,Wishbone Trail,40,2013,7,1,1,VEER,6.34,0,1,1,Calling,,4
141277,WLNP,Wishbone Trail,40,2013,7,1,1,SWTH,7.12,0,0,1,Singing,,4
141278,WLNP,Wishbone Trail,40,2013,7,1,1,NOWA,0.04,2,1,1,Singing,,4
141279,WLNP,Wishbone Trail,40,2013,7,1,1,HOWR,0.02,2,2,2,Singing,,4
141280,WLNP,Wishbone Trail,40,2013,7,1,1,BHCO,1.13,1,0,0,Singing,,4
141281,WLNP,Wishbone Trail,40,2013,7,1,1,AMRO,6.43,0,0,1,Singing,,4
141282,WLNP,Wishbone Trail,40,2013,7,1,1,AMGO,5.57,0,1,0,Calling,,4
141283,WLNP,Wishbone Trail,40,2013,7,1,1,TRES,6.59,0,0,1,Calling,,4
141284,WLNP,Horseshoe Basin,41,2013,6,10,1,CCSP,1.21,1,1,1,Singing,,2
141285,WLNP,Horseshoe Basin,41,2013,6,10,1,VEER,4.39,0,1,0,Singing,,2
141286,WLNP,Horseshoe Basin,41,2013,6,10,1,SWTH,0.19,1,0,0,Singing,,2
141287,WLNP,Horseshoe Basin,41,2013,6,10,1,VESP,0.36,1,1,0,Singing,,2
141288,WLNP,Horseshoe Basin,41,2013,6,10,1,RUGR,0.18,1,1,1,Singing,,2
141289,WLNP,Horseshoe Basin,41,2013,6,10,1,OSFL,4.5,0,1,0,Calling,,2
141290,WLNP,Horseshoe Basin,41,2013,6,10,1,LEFL,7.57,0,0,1,Singing,,2
141291,WLNP,Horseshoe Basin,41,2013,6,10,1,GRCA,0.06,1,0,0,Singing,,2
141292,WLNP,Horseshoe Basin,41,2013,6,10,1,BHCO,0.01,1,2,1,Singing,,2
141293,WLNP,Horseshoe Basin,41,2013,6,10,1,CEDW,2.53,2,1,1,Calling,,2
141294,WLNP,Horseshoe Basin,41,2013,6,10,1,TRES,0.01,2,2,2,Calling,,2
141295,WLNP,Horseshoe Basin,41,2013,6,10,1,CORA,6.28,0,1,0,Calling,,2
141296,WLNP,Horseshoe Basin,41,2013,6,10,1,HOWR,0.03,1,1,1,Singing,,2
141297,WLNP,Horseshoe Basin,41,2013,6,10,1,WEWP,2.57,1,1,1,Singing,,2
141298,WLNP,Horseshoe Basin,41,2013,6,10,1,WCSP,4.1,0,1,1,Singing,,2
141299,WLNP,Horseshoe Basin,41,2013,6,10,1,WAVI,0.38,1,1,1,Singing,,2
141300,WLNP,Horseshoe Basin,41,2013,6,10,1,YWAR,3.41,0,1,2,Singing,,2
141301,WLNP,Horseshoe Basin,42,2013,6,10,1,SWTH,1.29,1,0,1,Calling,,2
141302,WLNP,Horseshoe Basin,42,2013,6,10,1,BHCO,2.32,1,0,1,Singing,,2
141303,WLNP,Horseshoe Basin,42,2013,6,10,1,BHGR,1.08,1,1,1,Singing,,2
141304,WLNP,Horseshoe Basin,42,2013,6,10,1,CEDW,0.13,1,1,0,Calling,,2
141305,WLNP,Horseshoe Basin,42,2013,6,10,1,YWAR,3.59,0,1,1,Singing,,2
141306,WLNP,Horseshoe Basin,42,2013,6,10,1,CHSP,8.51,0,0,1,Singing,,2
141307,WLNP,Horseshoe Basin,42,2013,6,10,1,AMRO,3.39,0,1,0,Calling,,2
141308,WLNP,Horseshoe Basin,42,2013,6,10,1,HOWR,0.12,1,1,1,Singing,,2
141309,WLNP,Horseshoe Basin,42,2013,6,10,1,TRES,0.03,1,1,1,Calling,,2
141310,WLNP,Horseshoe Basin,42,2013,6,10,1,MGWA,2.56,1,1,1,Singing,,2
141311,WLNP,Horseshoe Basin,42,2013,6,10,1,RUGR,2.07,1,1,1,Drumming,,2
141312,WLNP,Horseshoe Basin,42,2013,6,10,1,VEER,0.01,1,1,1,Singing,,2
141313,WLNP,Horseshoe Basin,42,2013,6,10,1,WIWA,0.17,1,0,1,Singing,,2
141314,WLNP,Horseshoe Basin,42,2013,6,10,1,WAVI,7.22,0,0,1,Singing,,2
141315,WLNP,Horseshoe Basin,42,2013,6,10,1,WCSP,4.39,0,1,1,Singing,,2
141316,WLNP,Horseshoe Basin,42,2013,6,10,1,ZZZZ,0.1,1,0,0,Calling,,2
141317,WLNP,Horseshoe Basin,43,2013,6,10,1,WAVI,9.37,0,0,1,Singing,,2
141318,WLNP,Horseshoe Basin,43,2013,6,10,1,WCSP,0.18,1,1,1,Singing,,2
141319,WLNP,Horseshoe Basin,43,2013,6,10,1,DUFL,0.08,1,0,1,Singing,,2
141320,WLNP,Horseshoe Basin,43,2013,6,10,1,YWAR,5.09,0,1,0,Singing,,2
141321,WLNP,Horseshoe Basin,43,2013,6,10,1,RBNU,0.28,1,1,1,Calling,,2
141322,WLNP,Horseshoe Basin,43,2013,6,10,1,RUGR,1.18,1,1,1,Drumming,,2
141323,WLNP,Horseshoe Basin,43,2013,6,10,1,VEER,0.36,1,1,1,Singing,,2
141324,WLNP,Horseshoe Basin,43,2013,6,10,1,HOWR,3.17,1,1,1,Singing,,2
141325,WLNP,Horseshoe Basin,43,2013,6,10,1,AMRO,3.55,0,1,0,Calling,,2
141326,WLNP,Horseshoe Basin,43,2013,6,10,1,CHSP,2.57,1,1,0,Singing,,2
141327,WLNP,Horseshoe Basin,43,2013,6,10,1,MGWA,0.05,1,1,1,Singing,,2
141328,WLNP,Horseshoe Basin,44,2013,6,10,1,MGWA,7.07,0,0,1,Singing,,2
141329,WLNP,Horseshoe Basin,44,2013,6,10,1,DUFL,0.03,1,1,1,Singing,,2
141330,WLNP,Horseshoe Basin,44,2013,6,10,1,HOWR,0.02,2,2,1,Singing,,2
141331,WLNP,Horseshoe Basin,44,2013,6,10,1,CEDW,1.14,1,0,0,Calling,,2
141332,WLNP,Horseshoe Basin,44,2013,6,10,1,BHGR,0.09,1,1,1,Singing,,2
141333,WLNP,Horseshoe Basin,44,2013,6,10,1,CHSP,0.02,1,0,1,Singing,,2
141334,WLNP,Horseshoe Basin,44,2013,6,10,1,PISI,8.12,0,0,1,Calling,,2
141335,WLNP,Horseshoe Basin,44,2013,6,10,1,VEER,4.32,0,1,1,Singing,,2
141336,WLNP,Horseshoe Basin,44,2013,6,10,1,ZZZZ,2.57,1,0,0,Calling,,2
141337,WLNP,Horseshoe Basin,44,2013,6,10,1,YWAR,0.01,2,1,1,Singing,,2
141338,WLNP,Horseshoe Basin,44,2013,6,10,1,WCSP,1.37,1,0,0,Singing,,2
141339,WLNP,Horseshoe Basin,44,2013,6,10,1,WAVI,0.08,1,2,2,Singing,,2
141340,WLNP,Horseshoe Basin,44,2013,6,10,1,SWTH,0.14,1,0,0,Singing,,2
141341,WLNP,Horseshoe Basin,44,2013,6,10,1,RUGR,4.38,0,1,1,Drumming,,2
141342,WLNP,Horseshoe Basin,45,2013,6,24,1,YWAR,0.05,2,1,1,Singing,,2
141343,WLNP,Horseshoe Basin,45,2013,6,24,1,BHGR,1.35,1,1,2,Singing,,2
141344,WLNP,Horseshoe Basin,45,2013,6,24,1,CEDW,1.4,2,2,1,Calling,,2
141345,WLNP,Horseshoe Basin,45,2013,6,24,1,HOWR,0.21,1,0,1,Singing,,2
141346,WLNP,Horseshoe Basin,45,2013,6,24,1,MGWA,0.09,1,1,1,Singing,,2
141347,WLNP,Horseshoe Basin,45,2013,6,24,1,SWTH,0.18,1,0,0,Singing,,2
141348,WLNP,Horseshoe Basin,45,2013,6,24,1,WAVI,0.01,1,0,0,Singing,,2
141349,WLNP,Horseshoe Basin,46,2013,6,10,1,WAVI,0.09,1,1,0,Singing,,2
141350,WLNP,Horseshoe Basin,46,2013,6,10,1,PISI,4.5,0,1,0,Calling,,2
141351,WLNP,Horseshoe Basin,46,2013,6,10,1,AMRO,2.33,1,0,0,Calling,,2
141352,WLNP,Horseshoe Basin,46,2013,6,10,1,DUFL,0.01,1,1,1,Singing,,2
141353,WLNP,Horseshoe Basin,46,2013,6,10,1,BHCO,2.49,1,1,0,Singing,,2
141354,WLNP,Horseshoe Basin,46,2013,6,10,1,CHSP,0.08,2,1,1,Singing,,2
141355,WLNP,Horseshoe Basin,46,2013,6,10,1,VESP,0.03,1,1,1,Singing,,2
141356,WLNP,Horseshoe Basin,46,2013,6,10,1,WCSP,0.11,2,1,1,Singing,,2
141357,WLNP,Horseshoe Basin,46,2013,6,10,1,YWAR,0.01,1,0,1,Singing,,2
141358,WLNP,Horseshoe Basin,46,2013,6,10,1,CEDW,3.26,0,2,1,Calling,,2
141359,WLNP,Horseshoe Basin,46,2013,6,10,1,RCKI,1.25,1,1,1,Singing,,2
141360,WLNP,Horseshoe Basin,47,2013,6,10,1,SWTH,6.59,0,0,1,Singing,,2
141361,WLNP,Horseshoe Basin,47,2013,6,10,1,YWAR,1.58,1,0,0,Singing,,2
141362,WLNP,Horseshoe Basin,47,2013,6,10,1,COLO,0.21,1,0,0,Calling,,2
141363,WLNP,Horseshoe Basin,47,2013,6,10,1,WAVI,6.15,0,1,0,Singing,,2
141364,WLNP,Horseshoe Basin,47,2013,6,10,1,RCKI,0.14,1,1,1,Singing,,2
141365,WLNP,Horseshoe Basin,47,2013,6,10,1,PISI,4.1,0,1,1,Calling,,2
141366,WLNP,Horseshoe Basin,47,2013,6,10,1,OCWA,0.01,1,1,1,Singing,,2
141367,WLNP,Horseshoe Basin,47,2013,6,10,1,MGWA,1.42,1,1,1,Singing,,2
141368,WLNP,Horseshoe Basin,47,2013,6,10,1,HOWR,0.15,1,0,1,Singing,,2
141369,WLNP,Horseshoe Basin,47,2013,6,10,1,HAWO,3.56,0,1,1,Calling,,2
141370,WLNP,Horseshoe Basin,47,2013,6,10,1,DUFL,1.28,1,1,1,Singing,,2
141371,WLNP,Horseshoe Basin,47,2013,6,10,1,CHSP,3.4,0,1,1,Singing,,2
141372,WLNP,Horseshoe Basin,47,2013,6,10,1,BHCO,0.04,1,0,0,Singing,,2
141373,WLNP,Horseshoe Basin,47,2013,6,10,1,YRWA,3.06,1,1,1,Singing,,2
141374,WLNP,Horseshoe Basin,47,2013,6,10,1,CEDW,4.23,0,1,1,Calling,,2
141375,WLNP,Horseshoe Basin,48,2013,6,10,1,CHSP,0.01,1,2,1,Singing,,2
141376,WLNP,Horseshoe Basin,48,2013,6,10,1,RBNU,9.22,0,0,1,Calling,,2
141377,WLNP,Horseshoe Basin,48,2013,6,10,1,RCKI,0.18,1,1,1,Singing,,2
141378,WLNP,Horseshoe Basin,48,2013,6,10,1,WAVI,0.05,1,1,1,Singing,,2
141379,WLNP,Horseshoe Basin,48,2013,6,10,1,WCSP,2.51,1,1,1,Singing,,2
141380,WLNP,Horseshoe Basin,48,2013,6,10,1,YRWA,3.19,1,1,1,Singing,,2
141381,WLNP,Horseshoe Basin,48,2013,6,10,1,PISI,0.25,1,0,0,Calling,,2
141382,WLNP,Horseshoe Basin,48,2013,6,10,1,OCWA,2.31,1,0,0,Singing,,2
141383,WLNP,Horseshoe Basin,48,2013,6,10,1,MGWA,0.1,1,1,1,Singing,,2
141384,WLNP,Horseshoe Basin,48,2013,6,10,1,DEJU,4.02,0,1,1,Singing,,2
141385,WLNP,Horseshoe Basin,48,2013,6,10,1,CEDW,1.56,1,0,0,Calling,,2
141386,WLNP,Horseshoe Basin,48,2013,6,10,1,DUFL,0.04,1,1,1,Singing,,2
141387,WLNP,Horseshoe Basin,49,2013,6,10,1,YWAR,0.01,1,1,1,Singing,,2
141388,WLNP,Horseshoe Basin,49,2013,6,10,1,CHSP,2.04,1,1,1,Singing,,2
141389,WLNP,Horseshoe Basin,49,2013,6,10,1,CEDW,6.38,0,1,0,Calling,,2
141390,WLNP,Horseshoe Basin,49,2013,6,10,1,BHGR,3.05,1,0,1,Singing,,2
141391,WLNP,Horseshoe Basin,49,2013,6,10,1,BHCO,3.54,0,1,0,Singing,,2
141392,WLNP,Horseshoe Basin,49,2013,6,10,1,AMRO,1.23,1,1,0,Calling,,2
141393,WLNP,Horseshoe Basin,49,2013,6,10,1,HOWR,0.03,1,1,0,Singing,,2
141394,WLNP,Horseshoe Basin,49,2013,6,10,1,YRWA,1.08,1,0,1,Singing,,2
141395,WLNP,Horseshoe Basin,49,2013,6,10,1,CLNU,5.22,0,1,2,Calling,,2
141396,WLNP,Horseshoe Basin,49,2013,6,10,1,DUFL,4.23,0,1,1,Singing,,2
141397,WLNP,Horseshoe Basin,49,2013,6,10,1,MGWA,0.13,1,0,1,Singing,,2
141398,WLNP,Horseshoe Basin,49,2013,6,10,1,RBNU,0.51,1,0,1,Calling,,2
141399,WLNP,Horseshoe Basin,49,2013,6,10,1,WAVI,0.26,1,0,0,Singing,,2
141400,WLNP,Horseshoe Basin,49,2013,6,10,1,RCKI,0.56,1,1,1,Singing,,2
141401,WLNP,Horseshoe Basin,49,2013,6,10,1,RNSA,2.14,1,0,0,Calling,,2
141402,WLNP,Horseshoe Basin,49,2013,6,10,1,RUGR,0.21,1,1,1,Drumming,,2
141403,WLNP,Horseshoe Basin,49,2013,6,10,1,WIWA,0.05,1,1,0,Singing,,2
141404,WLNP,Horseshoe Basin,50,2013,6,10,1,RUGR,2.06,1,1,1,Drumming,,2
141405,WLNP,Horseshoe Basin,50,2013,6,10,1,MOCH,1.13,1,0,0,Calling,,2
141406,WLNP,Horseshoe Basin,50,2013,6,10,1,YWAR,0.51,1,1,0,Singing,,2
141407,WLNP,Horseshoe Basin,50,2013,6,10,1,YRWA,7.13,0,0,1,Singing,,2
141408,WLNP,Horseshoe Basin,50,2013,6,10,1,WCSP,0.01,1,1,1,Singing,,2
141409,WLNP,Horseshoe Basin,50,2013,6,10,1,WAVI,0.04,1,1,1,Singing,,2
141410,WLNP,Horseshoe Basin,50,2013,6,10,1,RCKI,0.06,1,1,1,Singing,,2
141411,WLNP,Horseshoe Basin,50,2013,6,10,1,OSFL,0.07,1,1,1,Calling,,2
141412,WLNP,Horseshoe Basin,50,2013,6,10,1,RBNU,0.12,2,2,0,Calling,,2
141413,WLNP,Horseshoe Basin,50,2013,6,10,1,OCWA,2.2,1,1,1,Singing,,2
141414,WLNP,Horseshoe Basin,50,2013,6,10,1,MGWA,6.04,0,1,0,Singing,,2
141415,WLNP,Horseshoe Basin,50,2013,6,10,1,HOWR,0.03,1,1,1,Singing,,2
141416,WLNP,Horseshoe Basin,50,2013,6,10,1,DUFL,0.55,1,1,1,Singing,,2
141417,WLNP,Horseshoe Basin,50,2013,6,10,1,CHSP,7.54,0,0,1,Singing,,2
141418,WLNP,Horseshoe Basin,50,2013,6,10,1,BHCO,1.44,1,1,1,Singing,,2
141419,WLNP,Horseshoe Basin,50,2013,6,10,1,AMRO,3.11,1,1,1,Singing,,2
141420,WLNP,Horseshoe Basin,50,2013,6,10,1,AMGO,6.16,0,1,0,Calling,,2
141421,WLNP,Wishbone Trail,60,2013,7,1,1,CEDW,3.51,0,2,0,Calling,,4
141422,WLNP,Wishbone Trail,60,2013,7,1,1,RWBL,1.32,1,1,0,Singing,,4
141423,WLNP,Wishbone Trail,60,2013,7,1,1,ZZZZ,0.3,2,1,0,Calling,,4
141424,WLNP,Wishbone Trail,60,2013,7,1,1,YWAR,0.01,2,2,0,Singing,,4
