organization,project_id,location,location_id,location_buffer_m,longitude,latitude,equipment_make,equipment_model,recording_id,recording_date_time,task_id,aru_task_status,task_duration,task_method,species_code,species_common_name,species_scientific_name,individual_order,tag_id,individual_count,vocalization,detection_time,tag_duration,rms_peak_dbfs,tag_is_verified,tag_rating,observer,observer_id,species_individual_comments,task_comments
BU,1109,ELE-11-1,238264,,-114.407155,49.367992,,,488021,2022-07-24 07:24:00,450147,Transcribed,180s,1SPT,GCKI,Golden-crowned Kinglet,REGULUS SATRAPA,1,3123684,1,Song,48.36,1.68,-58.34,t,1,Jon Van Arragon,1247,,
BU,1109,ELE-11-1,238264,,-114.407155,49.367992,,,488021,2022-07-24 07:24:00,450147,Transcribed,180s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,1,3123685,1,Call,104.66,0.35,-48.05,f,,Jon Van Arragon,1247,,
BU,1109,ELE-11-1,238264,,-114.407155,49.367992,,,487934,2022-07-28 05:30:00,450060,Transcribed,180s,1SPT,AMRO,American Robin,TURDUS MIGRATORIUS,1,3053094,1,Call,60.34,1.13,-35.38,t,1,Kelsey Bell,1242,,
BU,1109,ELE-11-1,238264,,-114.407155,49.367992,,,487934,2022-07-28 05:30:00,450060,Transcribed,180s,1SPT,UNBI,Unidentified bird,"",1,3053098,1,Call,117.55,2.31,-49.89,f,,Kelsey Bell,1242,,
BU,1109,ELE-11-1,238264,,-114.407155,49.367992,,,487934,2022-07-28 05:30:00,450060,Transcribed,180s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,2,3053050,1,Call,4.24,0.65,-42,f,,Kelsey Bell,1242,,
BU,1109,ELE-11-1,238264,,-114.407155,49.367992,,,487934,2022-07-28 05:30:00,450060,Transcribed,180s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,3,3053053,1,Call,9.16,0.58,-48.22,f,,Kelsey Bell,1242,,
BU,1109,ELE-11-1,238264,,-114.407155,49.367992,,,487934,2022-07-28 05:30:00,450060,Transcribed,180s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,1,3053047,1,Call,0.45,0.54,-42.95,f,,Kelsey Bell,1242,,
BU,1109,ELE-11-1,238264,,-114.407155,49.367992,,,487972,2022-07-28 07:30:00,450098,Transcribed,180s,1SPT,NONE,NONE,"",,,,,,,,,,Bronwyn Robinson,533,,
BU,1109,ELE-11-1,238264,,-114.407155,49.367992,,,488125,2022-08-08 05:46:00,450251,Transcribed,180s,1SPT,NONE,NONE,"",,,,,,,,,,Marcus Sommers,1224,,
BU,1109,ELE-11-2,238263,,-114.419629,49.367230,,,487950,2022-05-28 05:04:00,450076,Transcribed,180s,1SPT,PISI,Pine Siskin,SPINUS PINUS,1,3262650,1,Call,36.41,1.00,-54.05,f,,Marcus Sommers,1224,,
BU,1109,ELE-11-2,238263,,-114.419629,49.367230,,,487950,2022-05-28 05:04:00,450076,Transcribed,180s,1SPT,HETH,Hermit Thrush,CATHARUS GUTTATUS,1,3262648,1,Song,16.26,2.16,-42.06,t,1,Marcus Sommers,1224,,
BU,1109,ELE-11-2,238263,,-114.419629,49.367230,,,487950,2022-05-28 05:04:00,450076,Transcribed,180s,1SPT,WCSP,White-crowned Sparrow,ZONOTRICHIA LEUCOPHRYS,1,3262653,1,Song,53.79,1.45,-49.97,f,,Marcus Sommers,1224,,
BU,1109,ELE-11-2,238263,,-114.419629,49.367230,,,487970,2022-06-13 03:55:00,450096,Transcribed,180s,1SPT,NONE,NONE,"",,,,,,,,,,Kelsey Bell,1242,,no signals detected
BU,1109,ELE-11-2,238263,,-114.419629,49.367230,,,488008,2022-06-15 21:57:00,450134,Transcribed,180s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,1,3261369,1,Call,10.39,1.40,-56.04,f,,Marcus Sommers,1224,,
BU,1109,ELE-11-2,238263,,-114.419629,49.367230,,,488008,2022-06-15 21:57:00,450134,Transcribed,180s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,2,3261370,1,Call,52.58,1.19,-59.15,f,,Marcus Sommers,1224,,
BU,1109,ELE-11-2,238263,,-114.419629,49.367230,,,488008,2022-06-15 21:57:00,450134,Transcribed,180s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,3,3261365,1,Song,102.28,2.26,-54.75,f,,Marcus Sommers,1224,,
BU,1109,ELE-11-2,238263,,-114.419629,49.367230,,,488008,2022-06-15 21:57:00,450134,Transcribed,180s,1SPT,HETH,Hermit Thrush,CATHARUS GUTTATUS,1,3261367,1,Song,2.10,2.74,-52.18,t,2,Marcus Sommers,1224,,
BU,1109,ELE-11-2,238263,,-114.419629,49.367230,,,487910,2022-06-26 20:59:00,450036,Transcribed,180s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,1,3261331,1,Song,15.23,2.20,-55.84,f,,Marcus Sommers,1224,,
BU,1109,ELE-11-2,238263,,-114.419629,49.367230,,,487910,2022-06-26 20:59:00,450036,Transcribed,180s,1SPT,CAJA,Canada Jay,PERISOREUS CANADENSIS,1,3262630,1,Call,11.05,1.45,-53.44,t,1,Marcus Sommers,1224,,
BU,1109,ELE-11-2,238263,,-114.419629,49.367230,,,487910,2022-06-26 20:59:00,450036,Transcribed,180s,1SPT,UNPA,Unidentified Passerine,"",1,3262644,1,Song,73.20,1.88,-55.56,f,,Marcus Sommers,1224,,
BU,1109,ELE-11-2,238263,,-114.419629,49.367230,,,488065,2022-07-02 04:00:00,450191,Transcribed,180s,1SPT,CICA,Cicada,CICADA SPP.,1,3257683,1,Song,142.40,3.36,-75.77,t,1,Kelsey Bell,1242,,
BU,1109,ELE-11-2,238263,,-114.419629,49.367230,,,488174,2022-07-06 06:04:00,450300,Transcribed,180s,1SPT,YRWA,Yellow-rumped Warbler,SETOPHAGA CORONATA,1,3352398,1,Song,5.59,1.74,-54.25,f,,Kelsey Bell,1242,,
BU,1109,ELE-11-2,238263,,-114.419629,49.367230,,,488174,2022-07-06 06:04:00,450300,Transcribed,180s,1SPT,HETH,Hermit Thrush,CATHARUS GUTTATUS,2,3352397,1,Song,1.18,1.09,-62.46,t,2,Kelsey Bell,1242,,
BU,1109,ELE-11-2,238263,,-114.419629,49.367230,,,488174,2022-07-06 06:04:00,450300,Transcribed,180s,1SPT,HETH,Hermit Thrush,CATHARUS GUTTATUS,1,3352395,1,Song,0.21,0.86,-63.07,t,1,Kelsey Bell,1242,,
BU,1109,ELE-11-2,238263,,-114.419629,49.367230,,,488174,2022-07-06 06:04:00,450300,Transcribed,180s,1SPT,TOSO,Townsend's Solitaire,MYADESTES TOWNSENDI,1,3352407,1,Song,99.45,10.23,-57.71,f,,Kelsey Bell,1242,,
BU,1109,ELE-11-2,238263,,-114.419629,49.367230,,,488159,2022-07-11 07:08:00,450285,Transcribed,180s,1SPT,MOCH,Mountain Chickadee,POECILE GAMBELI,3,3007564,1,Song,79.40,2.31,-67.6,f,,Gill Holmes,1269,,
BU,1109,ELE-11-2,238263,,-114.419629,49.367230,,,488159,2022-07-11 07:08:00,450285,Transcribed,180s,1SPT,YRWA,Yellow-rumped Warbler,SETOPHAGA CORONATA,1,3007559,1,Song,6.00,1.46,-59.69,t,2,Gill Holmes,1269,,
BU,1109,ELE-11-2,238263,,-114.419629,49.367230,,,488159,2022-07-11 07:08:00,450285,Transcribed,180s,1SPT,HETH,Hermit Thrush,CATHARUS GUTTATUS,1,3007561,1,Song,28.11,1.86,-62.81,t,1,Gill Holmes,1269,,
BU,1109,ELE-11-2,238263,,-114.419629,49.367230,,,488159,2022-07-11 07:08:00,450285,Transcribed,180s,1SPT,MOCH,Mountain Chickadee,POECILE GAMBELI,2,3007562,1,Call,47.26,1.65,-62.76,f,,Gill Holmes,1269,,
BU,1109,ELE-11-2,238263,,-114.419629,49.367230,,,488159,2022-07-11 07:08:00,450285,Transcribed,180s,1SPT,MOCH,Mountain Chickadee,POECILE GAMBELI,1,3007563,1,Call,31.76,1.29,-52.97,f,,Gill Holmes,1269,,
BU,1109,ELE-11-2,238263,,-114.419629,49.367230,,,487920,2022-08-12 06:22:00,450046,Transcribed,180s,1SPT,CAJA,Canada Jay,PERISOREUS CANADENSIS,1,3059548,1,Call,141.76,1.54,-64.4,t,1,Bronwyn Robinson,533,,
BU,1109,ELE-11-2,238263,,-114.419629,49.367230,,,487920,2022-08-12 06:22:00,450046,Transcribed,180s,1SPT,UNPA,Unidentified Passerine,"",1,3059550,1,Song,2.40,4.53,-66.06,f,,Bronwyn Robinson,533,GCKI or BRCR,
BU,1109,ELE-11-2,238263,,-114.419629,49.367230,,,487920,2022-08-12 06:22:00,450046,Transcribed,180s,1SPT,UNFI,Unidentified Finch,"",1,3062759,1,Call,103.30,3.56,-64.69,f,,Bronwyn Robinson,533,,
BU,1109,ELE-11-2,238263,,-114.419629,49.367230,,,487920,2022-08-12 06:22:00,450046,Transcribed,180s,1SPT,RESQ,Red Squirrel,TAMIASCIURUS HUDSONICUS,1,3059542,1,Call,1.86,2.93,-56.09,t,3,Bronwyn Robinson,533,,
BU,1109,ELE-11-3,238260,,-114.430343,49.369837,,,487974,2022-05-30 22:44:00,450100,Transcribed,180s,1SPT,NONE,NONE,"",,,,,,,,,,Jon Van Arragon,1247,,No wildlife detections
BU,1109,ELE-11-3,238260,,-114.430343,49.369837,,,488111,2022-06-04 21:49:00,450237,Transcribed,180s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,1,3261252,1,Call,168.58,1.44,-38.44,t,,Marcus Sommers,1224,,
BU,1109,ELE-11-3,238260,,-114.430343,49.369837,,,488180,2022-06-06 20:51:00,450306,Transcribed,180s,1SPT,NONE,NONE,"",,,,,,,,,,Alana Demko,532,,
BU,1109,ELE-11-3,238260,,-114.430343,49.369837,,,487935,2022-06-16 06:55:00,450061,Bad Weather,180s,1SPT,NONE,NONE,"",,,,,,,,,,Kelsey Bell,1242,,wind too strong. signals are too masked to ID with confidence
BU,1109,ELE-11-3,238260,,-114.430343,49.369837,,,488013,2022-07-14 22:50:00,450139,Transcribed,180s,1SPT,NONE,NONE,"",,,,,,,,,,Marcus Sommers,1224,,
BU,1109,ELE-11-3,238260,,-114.430343,49.369837,,,488267,2022-07-19 04:18:00,450393,Transcribed,180s,1SPT,NONE,NONE,"",,,,,,,,,,Jon Van Arragon,1247,,No wildlife detections
BU,1109,ELE-11-3,238260,,-114.430343,49.369837,,,487899,2022-07-30 04:33:00,450025,Transcribed,180s,1SPT,NONE,NONE,"",,,,,,,,,,Gill Holmes,1269,,
BU,1109,ELE-11-3,238260,,-114.430343,49.369837,,,488093,2022-08-03 22:23:00,450219,Transcribed,180s,1SPT,NONE,NONE,"",,,,,,,,,,Alana Demko,532,,"creaking noises, insect noise >10 kHz"
BU,1109,ELE-11-4,238259,,-114.437611,49.368028,,,488182,2022-06-10 05:56:00,450308,Transcribed,180s,1SPT,BTNW,Black-throated Green Warbler,SETOPHAGA VIRENS,1,3100385,1,Song,1.19,1.45,-33.45,f,,Gill Holmes,1269,,LEft side failed?
BU,1109,ELE-11-4,238259,,-114.437611,49.368028,,,488182,2022-06-10 05:56:00,450308,Transcribed,180s,1SPT,HETH,Hermit Thrush,CATHARUS GUTTATUS,1,3100386,1,Song,16.48,1.75,-33.16,t,1,Gill Holmes,1269,,LEft side failed?
BU,1109,ELE-11-4,238259,,-114.437611,49.368028,,,488182,2022-06-10 05:56:00,450308,Transcribed,180s,1SPT,HETH,Hermit Thrush,CATHARUS GUTTATUS,2,3100387,1,Song,33.90,1.95,-36.76,t,1,Gill Holmes,1269,,LEft side failed?
BU,1109,ELE-11-4,238259,,-114.437611,49.368028,,,487985,2022-06-20 05:25:00,450111,Transcribed,180s,1SPT,HETH,Hermit Thrush,CATHARUS GUTTATUS,1,3206117,1,Song,0.10,1.48,-28.7,t,,Hannah Phillips,1234,,
BU,1109,ELE-11-4,238259,,-114.437611,49.368028,,,487985,2022-06-20 05:25:00,450111,Transcribed,180s,1SPT,HETH,Hermit Thrush,CATHARUS GUTTATUS,2,3206119,1,Song,3.80,1.65,-38.84,t,3,Hannah Phillips,1234,,
BU,1109,ELE-11-4,238259,,-114.437611,49.368028,,,487985,2022-06-20 05:25:00,450111,Transcribed,180s,1SPT,HETH,Hermit Thrush,CATHARUS GUTTATUS,3,3206145,1,Song,100.45,1.86,-45.58,t,1,Hannah Phillips,1234,,
BU,1109,ELE-11-4,238259,,-114.437611,49.368028,,,487985,2022-06-20 05:25:00,450111,Transcribed,180s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,1,3206118,1,Song,1.76,1.56,-38.62,f,,Hannah Phillips,1234,,
BU,1109,ELE-11-4,238259,,-114.437611,49.368028,,,488092,2022-07-02 04:00:00,450218,Transcribed,180s,1SPT,NONE,NONE,"",,,,,,,,,,Kelsey Bell,1242,,no signals detected
BU,1109,ELE-11-4,238259,,-114.437611,49.368028,,,487990,2022-07-12 08:10:00,450116,Transcribed,180s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,2,3062818,1,Song,32.74,1.34,-53.53,t,2,Bronwyn Robinson,533,,
BU,1109,ELE-11-4,238259,,-114.437611,49.368028,,,487990,2022-07-12 08:10:00,450116,Transcribed,180s,1SPT,YRWA,Yellow-rumped Warbler,SETOPHAGA CORONATA,1,3062824,1,Song,105.74,1.86,-55.32,t,3,Bronwyn Robinson,533,,
BU,1109,ELE-11-4,238259,,-114.437611,49.368028,,,487990,2022-07-12 08:10:00,450116,Transcribed,180s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,1,3062814,1,Song,5.79,1.64,-49.87,t,3,Bronwyn Robinson,533,"
",
BU,1109,ELE-11-4,238259,,-114.437611,49.368028,,,488261,2022-07-15 06:13:00,450387,Transcribed,180s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,2,3136513,1,Song,9.25,1.54,-48.18,t,3,Kelsey Bell,1242,,
BU,1109,ELE-11-4,238259,,-114.437611,49.368028,,,488261,2022-07-15 06:13:00,450387,Transcribed,180s,1SPT,HETH,Hermit Thrush,CATHARUS GUTTATUS,1,3136509,1,Song,0.03,1.19,-38.47,t,4,Kelsey Bell,1242,,
BU,1109,ELE-11-4,238259,,-114.437611,49.368028,,,488261,2022-07-15 06:13:00,450387,Transcribed,180s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,1,3136512,1,Song,0.81,1.54,-47.74,t,3,Kelsey Bell,1242,,
BU,1109,ELE-11-4,238259,,-114.437611,49.368028,,,488137,2022-07-15 22:49:00,450263,Transcribed,180s,1SPT,NONE,NONE,"",,,,,,,,,,Bronwyn Robinson,533,,
BU,1109,ELE-11-4,238259,,-114.437611,49.368028,,,487931,2022-07-26 20:36:00,450057,Transcribed,180s,1SPT,HETH,Hermit Thrush,CATHARUS GUTTATUS,1,3221231,1,Song,5.29,1.66,-56.95,t,1,Hannah Phillips,1234,,"distant bird calls throughout, too far to identify"
BU,1109,ELE-11-4,238259,,-114.437611,49.368028,,,487931,2022-07-26 20:36:00,450057,Transcribed,180s,1SPT,UNPA,Unidentified Passerine,"",1,3221243,1,Call,142.76,13.26,-57.6,t,1,Hannah Phillips,1234,,"distant bird calls throughout, too far to identify"
BU,1109,ELE-11-4,238259,,-114.437611,49.368028,,,487931,2022-07-26 20:36:00,450057,Transcribed,180s,1SPT,BCCH,Black-capped Chickadee,POECILE ATRICAPILLUS,1,3221246,1,Song,149.69,1.29,-60.92,f,,Hannah Phillips,1234,,"distant bird calls throughout, too far to identify"
BU,1109,ELE-11-4,238259,,-114.437611,49.368028,,,487931,2022-07-26 20:36:00,450057,Transcribed,180s,1SPT,VATH,Varied Thrush,IXOREUS NAEVIUS,1,3221240,1,Song,113.26,1.30,-61.74,f,,Hannah Phillips,1234,,"distant bird calls throughout, too far to identify"
BU,1109,ELE-11-4,238259,,-114.437611,49.368028,,,488153,2022-08-06 04:43:00,450279,Transcribed,180s,1SPT,NONE,NONE,"",,,,,,,,,,Bronwyn Robinson,533,,
BU,1109,ELE-11-5,238262,,-114.444630,49.364153,,,488138,2022-06-14 20:56:00,450264,Bad Weather,180s,1SPT,NONE,NONE,"",,,,,,,,,,Alana Demko,532,,heavy wind; not transcribed
