organization,project,project_id,project_description,project_status
PC,General Community Waterton Lakes National Park 2018,10,"ARUs deployed along a habitat, elevation and burn gradient in Waterton Lakes National Park. Keep an eye out for montane, alpine, western and southern fringe species as ARUs were deployed in very different communities. ",Published - Map+Report Only
