organization,location,location_id,project,project_id,recording_date_time,recording_id,recording_length,scientific_name,species_common_name,species_code,start_s,end_s,confidence,is_species_allowed_in_project,version
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-05-27 05:04:00,141431,180,Turdus infuscatus,Black Thrush,BLTH,0.00,3.00,25.2,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-05-27 05:04:00,141431,180,Turdus migratorius,American Robin,AMRO,6.00,9.00,26.0,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-05-27 05:04:00,141431,180,Turdus chrysolaus,,,27.00,30.00,30.1,f,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-05-27 05:04:00,141431,180,Turdus migratorius,American Robin,AMRO,27.00,30.00,28.7,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-05-27 05:04:00,141431,180,Turdus migratorius,American Robin,AMRO,33.00,36.00,30.9,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-05-27 05:04:00,141431,180,Turdus chrysolaus,,,45.00,48.00,41.8,f,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-05-27 05:04:00,141431,180,Turdus rufitorques,Rufous-collared Robin,RCRO,45.00,48.00,30.2,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-05-27 05:04:00,141431,180,Turdus migratorius,American Robin,AMRO,45.00,48.00,32.4,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-05-27 05:04:00,141431,180,Turdus viscivorus,Mistle Thrush,MITH,45.00,48.00,29.9,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-05-27 05:04:00,141431,180,Turdus migratorius,American Robin,AMRO,48.00,51.00,27.3,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-05-27 05:04:00,141431,180,Turdus chrysolaus,,,48.00,51.00,27.4,f,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-05-27 05:04:00,141431,180,Turdus migratorius,American Robin,AMRO,54.00,57.00,25.9,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-05-27 05:04:00,141431,180,Turdus migratorius,American Robin,AMRO,57.00,60.00,30.6,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-05-27 05:04:00,141431,180,Turdus chrysolaus,,,57.00,60.00,29.1,f,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-05-27 05:04:00,141431,180,Pyrrhula nipalensis,,,60.00,63.00,25.2,f,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-05-27 05:04:00,141431,180,Turdus cardis,,,63.00,66.00,30.6,f,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-05-27 05:04:00,141431,180,Piranga hepatica,,,63.00,66.00,27.4,f,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-05-27 05:04:00,141431,180,Turdus chrysolaus,,,75.00,78.00,42.9,f,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-05-27 05:04:00,141431,180,Turdus migratorius,American Robin,AMRO,75.00,78.00,36.9,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-05-27 05:04:00,141431,180,Turdus rufitorques,Rufous-collared Robin,RCRO,75.00,78.00,32.3,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-05-27 05:04:00,141431,180,Turdus chrysolaus,,,78.00,81.00,30.5,f,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-05-27 05:04:00,141431,180,Turdus migratorius,American Robin,AMRO,78.00,81.00,30.2,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-05-27 05:04:00,141431,180,Turdus cardis,,,138.00,141.00,25.2,f,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-05-27 05:04:00,141431,180,Turdus infuscatus,Black Thrush,BLTH,138.00,141.00,25.4,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-05-27 05:04:00,141431,180,Turdus chrysolaus,,,165.00,168.00,34.8,f,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-05-29 04:32:00,141432,180,*NOT GENERATED/FOUND*,,,,,,f,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-06-03 04:57:00,141430,180,Tachycineta leucopyga,,,150.00,153.00,32.4,f,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-06-03 04:57:00,141430,180,Tachycineta bicolor,Tree Swallow,TRES,150.00,153.00,46.6,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-06-03 04:57:00,141430,180,Orochelidon murina,,,150.00,153.00,34.0,f,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-06-03 04:57:00,141430,180,Tachycineta bicolor,Tree Swallow,TRES,156.00,159.00,40.9,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-06-03 04:57:00,141430,180,Phylloscopus subaffinis,,,162.00,165.00,25.8,f,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-06-03 04:57:00,141430,180,Tachycineta bicolor,Tree Swallow,TRES,162.00,165.00,50.9,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-06-03 04:57:00,141430,180,Tachycineta bicolor,Tree Swallow,TRES,165.00,168.00,45.3,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-06-04 04:56:00,141433,180,Spizella passerina,Chipping Sparrow,CHSP,0.00,3.00,26.6,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-06-04 04:56:00,141433,180,Spizella passerina,Chipping Sparrow,CHSP,9.00,12.00,30.8,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-06-04 04:56:00,141433,180,Spizella passerina,Chipping Sparrow,CHSP,18.00,21.00,31.1,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-06-04 04:56:00,141433,180,Spizella passerina,Chipping Sparrow,CHSP,21.00,24.00,29.7,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-06-04 04:56:00,141433,180,Spizella passerina,Chipping Sparrow,CHSP,24.00,27.00,26.8,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-06-04 04:56:00,141433,180,Spizella passerina,Chipping Sparrow,CHSP,27.00,30.00,29.6,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-06-04 04:56:00,141433,180,Spizella passerina,Chipping Sparrow,CHSP,33.00,36.00,27.2,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-06-04 04:56:00,141433,180,Spizella passerina,Chipping Sparrow,CHSP,45.00,48.00,36.2,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-06-04 04:56:00,141433,180,Spizella passerina,Chipping Sparrow,CHSP,48.00,51.00,33.1,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-06-04 04:56:00,141433,180,Spizella passerina,Chipping Sparrow,CHSP,51.00,54.00,27.9,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-06-04 04:56:00,141433,180,Spizella passerina,Chipping Sparrow,CHSP,54.00,57.00,31.8,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-06-04 04:56:00,141433,180,Spizella passerina,Chipping Sparrow,CHSP,57.00,60.00,26.9,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-06-04 04:56:00,141433,180,Spizella passerina,Chipping Sparrow,CHSP,60.00,63.00,26.9,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-06-04 04:56:00,141433,180,Spizella passerina,Chipping Sparrow,CHSP,66.00,69.00,30.7,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-06-04 04:56:00,141433,180,Spizella passerina,Chipping Sparrow,CHSP,72.00,75.00,27.6,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-06-04 04:56:00,141433,180,Spizella passerina,Chipping Sparrow,CHSP,75.00,78.00,25.5,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-06-04 04:56:00,141433,180,Spizella passerina,Chipping Sparrow,CHSP,81.00,84.00,26.3,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-06-04 04:56:00,141433,180,Spizella passerina,Chipping Sparrow,CHSP,87.00,90.00,36.2,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-06-04 04:56:00,141433,180,Spizella passerina,Chipping Sparrow,CHSP,99.00,102.00,34.7,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-06-04 04:56:00,141433,180,Spizella passerina,Chipping Sparrow,CHSP,105.00,108.00,28.2,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-06-04 04:56:00,141433,180,Spizella passerina,Chipping Sparrow,CHSP,111.00,114.00,25.7,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-06-04 04:56:00,141433,180,Spizella passerina,Chipping Sparrow,CHSP,114.00,117.00,39.6,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-06-04 04:56:00,141433,180,Locustella fluviatilis,River Warbler,RIWA,114.00,117.00,31.9,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-06-04 04:56:00,141433,180,Locustella fluviatilis,River Warbler,RIWA,117.00,120.00,25.1,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-06-04 04:56:00,141433,180,Spizella passerina,Chipping Sparrow,CHSP,132.00,135.00,25.1,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-06-04 04:56:00,141433,180,Locustella fluviatilis,River Warbler,RIWA,138.00,141.00,27.0,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-06-04 04:56:00,141433,180,Spizella passerina,Chipping Sparrow,CHSP,138.00,141.00,40.3,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-06-04 04:56:00,141433,180,Spizella passerina,Chipping Sparrow,CHSP,144.00,147.00,29.3,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-06-04 04:56:00,141433,180,Locustella fluviatilis,River Warbler,RIWA,150.00,153.00,28.6,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-06-04 04:56:00,141433,180,Spizella passerina,Chipping Sparrow,CHSP,150.00,153.00,26.9,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-06-04 04:56:00,141433,180,Spizella passerina,Chipping Sparrow,CHSP,156.00,159.00,34.0,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-06-04 04:56:00,141433,180,Locustella fluviatilis,River Warbler,RIWA,156.00,159.00,25.1,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-06-04 04:56:00,141433,180,Spizella passerina,Chipping Sparrow,CHSP,162.00,165.00,26.2,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-06-04 04:56:00,141433,180,Spizella passerina,Chipping Sparrow,CHSP,168.00,171.00,29.1,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-06-04 04:56:00,141433,180,Locustella fluviatilis,River Warbler,RIWA,171.00,174.00,25.9,t,lite
PC,WLNP-10-1,58512,General Community Waterton Lakes National Park 2019,140,2019-06-04 04:56:00,141433,180,Spizella passerina,Chipping Sparrow,CHSP,174.00,177.00,27.1,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-02 04:28:00,141436,180,Zoothera aurea,White's Thrush,WHTH,9.00,12.00,29.0,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-02 04:28:00,141436,180,Zonotrichia leucophrys,White-crowned Sparrow,WCSP,27.00,30.00,26.7,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-02 04:28:00,141436,180,Cyphorhinus thoracicus,,,33.00,36.00,41.9,f,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-02 04:28:00,141436,180,Tunchiornis ochraceiceps,Tawny-crowned Greenlet,TCGR,33.00,36.00,27.6,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-02 04:28:00,141436,180,Zoothera aurea,White's Thrush,WHTH,33.00,36.00,31.2,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-02 04:28:00,141436,180,Zoothera aurea,White's Thrush,WHTH,45.00,48.00,31.1,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-02 04:28:00,141436,180,Zoothera aurea,White's Thrush,WHTH,48.00,51.00,27.2,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-02 04:28:00,141436,180,Zonotrichia leucophrys,White-crowned Sparrow,WCSP,99.00,102.00,25.2,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-02 04:28:00,141436,180,Zoothera aurea,White's Thrush,WHTH,138.00,141.00,36.2,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-03 05:27:00,141437,600,Setophaga aestiva,,,3.00,6.00,28.2,f,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-03 05:27:00,141437,600,Setophaga aestiva,,,36.00,39.00,31.1,f,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-03 05:27:00,141437,600,Phylloscopus cantator,,,45.00,48.00,33.1,f,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-03 05:27:00,141437,600,Setophaga aestiva,,,69.00,72.00,25.9,f,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-03 05:27:00,141437,600,Phylloscopus cantator,,,90.00,93.00,32.1,f,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-03 05:27:00,141437,600,Phylloscopus cantator,,,99.00,102.00,30.9,f,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-03 05:27:00,141437,600,Setophaga aestiva,,,99.00,102.00,31.4,f,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-03 05:27:00,141437,600,Setophaga aestiva,,,108.00,111.00,27.5,f,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-03 05:27:00,141437,600,Phylloscopus cantator,,,108.00,111.00,33.2,f,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-03 05:27:00,141437,600,Certhia familiaris,Eurasian Treecreeper,CERFAM,132.00,135.00,30.6,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-03 05:27:00,141437,600,Setophaga aestiva,,,144.00,147.00,26.2,f,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-03 05:27:00,141437,600,Phylloscopus cantator,,,162.00,165.00,28.6,f,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-03 05:27:00,141437,600,Setophaga aestiva,,,165.00,168.00,26.4,f,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-03 05:27:00,141437,600,Setophaga pensylvanica,Chestnut-sided Warbler,CSWA,291.00,294.00,25.3,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-03 05:27:00,141437,600,Setophaga aestiva,,,291.00,294.00,26.9,f,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-03 05:27:00,141437,600,Phylloscopus cantator,,,291.00,294.00,47.9,f,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-03 05:27:00,141437,600,Catharus ustulatus,Swainson's Thrush,SWTH,297.00,300.00,25.5,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-03 05:27:00,141437,600,Catharus ustulatus,Swainson's Thrush,SWTH,309.00,312.00,46.1,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-03 05:27:00,141437,600,Catharus ustulatus,Swainson's Thrush,SWTH,315.00,318.00,39.9,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-03 05:27:00,141437,600,Catharus ustulatus,Swainson's Thrush,SWTH,330.00,333.00,37.6,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-03 05:27:00,141437,600,Contopus cooperi,Olive-sided Flycatcher,OSFL,366.00,369.00,26.6,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-03 05:27:00,141437,600,Catharus ustulatus,Swainson's Thrush,SWTH,378.00,381.00,25.9,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-03 05:27:00,141437,600,Melopyrrha violacea,,,573.00,576.00,33.2,f,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Setophaga pensylvanica,Chestnut-sided Warbler,CSWA,12.00,15.00,26.8,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Setophaga pensylvanica,Chestnut-sided Warbler,CSWA,36.00,39.00,33.0,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Setophaga pensylvanica,Chestnut-sided Warbler,CSWA,39.00,42.00,26.7,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Geothlypis tolmiei,MacGillivray's Warbler,MGWA,51.00,54.00,35.8,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Setophaga pensylvanica,Chestnut-sided Warbler,CSWA,51.00,54.00,31.3,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Anthus trivialis,Tree Pipit,TRPI,84.00,87.00,33.2,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Geothlypis tolmiei,MacGillivray's Warbler,MGWA,84.00,87.00,33.0,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Setophaga pensylvanica,Chestnut-sided Warbler,CSWA,84.00,87.00,36.8,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Setophaga pensylvanica,Chestnut-sided Warbler,CSWA,87.00,90.00,27.9,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Geothlypis tolmiei,MacGillivray's Warbler,MGWA,87.00,90.00,32.0,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Geothlypis tolmiei,MacGillivray's Warbler,MGWA,90.00,93.00,37.1,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Setophaga pensylvanica,Chestnut-sided Warbler,CSWA,90.00,93.00,37.3,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Geothlypis tolmiei,MacGillivray's Warbler,MGWA,93.00,96.00,41.1,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Geothlypis tolmiei,MacGillivray's Warbler,MGWA,96.00,99.00,32.5,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Setophaga pensylvanica,Chestnut-sided Warbler,CSWA,96.00,99.00,26.7,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Geothlypis tolmiei,MacGillivray's Warbler,MGWA,99.00,102.00,39.4,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Setophaga pensylvanica,Chestnut-sided Warbler,CSWA,99.00,102.00,37.6,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Setophaga pensylvanica,Chestnut-sided Warbler,CSWA,105.00,108.00,26.9,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Geothlypis tolmiei,MacGillivray's Warbler,MGWA,105.00,108.00,30.8,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Geothlypis tolmiei,MacGillivray's Warbler,MGWA,108.00,111.00,30.6,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Setophaga pensylvanica,Chestnut-sided Warbler,CSWA,111.00,114.00,36.8,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Setophaga pensylvanica,Chestnut-sided Warbler,CSWA,114.00,117.00,34.4,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Geothlypis tolmiei,MacGillivray's Warbler,MGWA,114.00,117.00,49.0,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Setophaga pensylvanica,Chestnut-sided Warbler,CSWA,117.00,120.00,41.5,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Geothlypis tolmiei,MacGillivray's Warbler,MGWA,117.00,120.00,33.0,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Geothlypis tolmiei,MacGillivray's Warbler,MGWA,120.00,123.00,41.1,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Setophaga pensylvanica,Chestnut-sided Warbler,CSWA,123.00,126.00,30.9,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Geothlypis tolmiei,MacGillivray's Warbler,MGWA,123.00,126.00,26.4,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Setophaga pensylvanica,Chestnut-sided Warbler,CSWA,129.00,132.00,31.2,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Geothlypis tolmiei,MacGillivray's Warbler,MGWA,129.00,132.00,41.2,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Geothlypis tolmiei,MacGillivray's Warbler,MGWA,132.00,135.00,27.1,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Setophaga pensylvanica,Chestnut-sided Warbler,CSWA,132.00,135.00,37.7,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Geothlypis tolmiei,MacGillivray's Warbler,MGWA,135.00,138.00,27.1,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Setophaga pensylvanica,Chestnut-sided Warbler,CSWA,135.00,138.00,26.7,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Setophaga pensylvanica,Chestnut-sided Warbler,CSWA,138.00,141.00,29.0,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Geothlypis tolmiei,MacGillivray's Warbler,MGWA,138.00,141.00,30.8,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Phylloscopus trochiloides,Greenish Warbler,PHYTRO,141.00,144.00,30.8,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Geothlypis tolmiei,MacGillivray's Warbler,MGWA,141.00,144.00,37.8,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Geothlypis tolmiei,MacGillivray's Warbler,MGWA,147.00,150.00,39.2,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Setophaga pensylvanica,Chestnut-sided Warbler,CSWA,147.00,150.00,29.8,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Geothlypis tolmiei,MacGillivray's Warbler,MGWA,150.00,153.00,46.1,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Anthus trivialis,Tree Pipit,TRPI,150.00,153.00,25.9,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Setophaga pensylvanica,Chestnut-sided Warbler,CSWA,150.00,153.00,31.3,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Setophaga pensylvanica,Chestnut-sided Warbler,CSWA,156.00,159.00,32.0,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Geothlypis tolmiei,MacGillivray's Warbler,MGWA,156.00,159.00,57.6,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Setophaga pensylvanica,Chestnut-sided Warbler,CSWA,159.00,162.00,41.9,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Geothlypis tolmiei,MacGillivray's Warbler,MGWA,159.00,162.00,34.9,t,lite
PC,WLNP-10-2,58513,General Community Waterton Lakes National Park 2019,140,2019-06-05 04:55:00,141434,180,Phylloscopus trochiloides,Greenish Warbler,PHYTRO,162.00,165.00,35.9,t,lite
